card_id,Recency,Frequency,Monetary,Cluster,category_key,wallet_share_by_category,offer_id,minimum_spend,seg_unique_user_count,casback_amount
9d69f1a4-2002-ef11-a574-b8cef6052491,23,3,145.87,0,Restaurants,145.87,343,25.0,1380,5.0
21614918-d901-ef11-a574-b8cef6052491,23,2,65.67,2,Restaurants,65.67,343,25.0,1380,5.0
f3f9e6c2-3602-ef11-a574-b8cef6052491,23,1,72.01,2,Retailers,72.01,302,50.0,127,10.0
5648f53c-d201-ef11-a574-b8cef6052491,23,1,56.05,2,Retailers,56.05,302,50.0,127,10.0
9adb3e49-3302-ef11-a574-b8cef6052491,24,1,30.42,2,Restaurants,30.42,343,25.0,1380,5.0
25f14027-1202-ef11-a574-b8cef6052491,23,1,43.47,2,Restaurants,43.47,343,25.0,1380,5.0
291df6c6-1e02-ef11-a574-b8cef6052491,24,4,143.78,0,Restaurants,143.78,343,25.0,1380,5.0
69913b6b-0402-ef11-a574-b8cef6052491,23,1,121.98,2,Retailers,121.98,304,100.0,180,10.0
4a064e50-2d02-ef11-a574-b8cef6052491,24,1,31.12,2,Restaurants,31.12,343,25.0,1380,5.0
e436ea72-3b02-ef11-a574-b8cef6052491,23,4,154.93,0,Restaurants,154.93,343,25.0,1380,5.0
02fbb80e-0202-ef11-a574-b8cef6052491,24,1,165.59,2,Restaurants,165.59,343,25.0,1380,5.0
cad5079e-0202-ef11-a574-b8cef6052491,23,2,82.84,2,Restaurants,82.84,343,25.0,1380,5.0
aa3f45e9-ff01-ef11-a574-b8cef6052491,24,1,126.46,2,Retailers,126.46,304,100.0,180,10.0
1abdf4f4-1c02-ef11-a574-b8cef6052491,23,1,42.8,2,Restaurants,42.8,344,30.0,300,15.0
abee2f07-f001-ef11-a574-b8cef6052491,24,1,44.8,2,Restaurants,44.8,343,25.0,1380,5.0
06e7decc-2c02-ef11-a574-b8cef6052491,24,1,176.49,2,Retailers,176.49,304,100.0,180,10.0
8ab8e6bf-3202-ef11-a574-b8cef6052491,23,1,48.46,2,Restaurants,48.46,344,30.0,300,15.0
705c48f2-d501-ef11-a574-b8cef6052491,23,1,80.0,2,Restaurants,80.0,343,25.0,1380,5.0
6a04a4d0-d801-ef11-a574-b8cef6052491,24,1,36.1,2,Restaurants,36.1,343,25.0,1380,5.0
3114bc96-3b02-ef11-a574-b8cef6052491,23,1,34.57,2,Restaurants,34.57,343,25.0,1380,5.0
7609dac0-0d02-ef11-a574-b8cef6052491,25,1,96.99,2,Restaurants,96.99,344,30.0,300,15.0
a338c169-f401-ef11-a574-b8cef6052491,23,1,162.19,2,Restaurants,162.19,343,25.0,1380,5.0
dc8d1af7-3402-ef11-a574-b8cef6052491,23,5,220.69,0,Restaurants,220.69,343,25.0,1380,5.0
db9f7bce-2e02-ef11-a574-b8cef6052491,24,1,39.25,2,Restaurants,39.25,343,25.0,1380,5.0
7794d4bb-0e02-ef11-a574-b8cef6052491,24,1,134.96,2,Fashion & Retail,134.96,328,100.0,31,5.0
5b54e1de-1e02-ef11-a574-b8cef6052491,24,3,146.34,0,Restaurants,146.34,343,25.0,1380,5.0
13f4c1f6-d301-ef11-a574-b8cef6052491,24,1,50.67,2,Restaurants,50.67,344,30.0,300,15.0
a13e3d72-3202-ef11-a574-b8cef6052491,23,2,81.45,2,Restaurants,81.45,343,25.0,1380,5.0
6dcbaa2b-1e02-ef11-a574-b8cef6052491,24,2,76.31,2,Restaurants,76.31,343,25.0,1380,5.0
26295de0-d501-ef11-a574-b8cef6052491,23,2,65.87,2,Restaurants,65.87,343,25.0,1380,5.0
0d5e6b13-4302-ef11-a574-b8cef6052491,24,2,96.1,2,Restaurants,96.1,343,25.0,1380,5.0
b535b1e4-0d02-ef11-a574-b8cef6052491,24,4,222.45,0,Restaurants,222.45,343,25.0,1380,5.0
3ceb3924-d901-ef11-a574-b8cef6052491,24,4,134.23,0,Restaurants,134.23,343,25.0,1380,5.0
59a41c45-2e02-ef11-a574-b8cef6052491,24,1,79.79,2,Restaurants,79.79,343,25.0,1380,5.0
8dbfbaad-23e1-ed11-816c-f403433e0c0d,23,2,92.55,2,Restaurants,92.55,343,25.0,1380,5.0
3f36ddb6-2002-ef11-a574-b8cef6052491,24,1,71.7,2,Restaurants,71.7,343,25.0,1380,5.0
999183fe-2702-ef11-a574-b8cef6052491,23,1,57.0,2,Restaurants,57.0,343,25.0,1380,5.0
9d74b6d0-f601-ef11-a574-b8cef6052491,23,1,138.6,2,Restaurants,138.6,343,25.0,1380,5.0
e6605692-3502-ef11-a574-b8cef6052491,23,1,26.35,2,Restaurants,26.35,343,25.0,1380,5.0
5b8a6eda-2e02-ef11-a574-b8cef6052491,23,4,133.13,0,Restaurants,133.13,343,25.0,1380,5.0
f3f27261-1e02-ef11-a574-b8cef6052491,23,1,36.74,2,Restaurants,36.74,344,30.0,300,15.0
3171f228-3002-ef11-a574-b8cef6052491,24,1,60.0,2,Restaurants,60.0,343,25.0,1380,5.0
01802ce1-f401-ef11-a574-b8cef6052491,23,2,50.98,2,Restaurants,50.98,343,25.0,1380,5.0
d5dd8c58-fd01-ef11-a574-b8cef6052491,24,2,139.39,2,Restaurants,139.39,343,25.0,1380,5.0
ba698f1a-2d02-ef11-a574-b8cef6052491,24,1,91.7,2,Restaurants,91.7,343,25.0,1380,5.0
94230f84-0502-ef11-a574-b8cef6052491,23,4,203.88,0,Restaurants,203.88,343,25.0,1380,5.0
d92c59b7-fc01-ef11-a574-b8cef6052491,24,1,72.8,2,Restaurants,72.8,343,25.0,1380,5.0
99572e35-2202-ef11-a574-b8cef6052491,24,2,103.18,2,Restaurants,103.18,344,30.0,300,15.0
aaf2ad2a-1602-ef11-a574-b8cef6052491,24,1,32.69,2,Restaurants,32.69,343,25.0,1380,5.0
768c1006-1502-ef11-a574-b8cef6052491,24,2,129.95,2,Restaurants,129.95,343,25.0,1380,5.0
579a91d3-0702-ef11-a574-b8cef6052491,23,1,47.89,2,Restaurants,47.89,344,30.0,300,15.0
44700163-fb01-ef11-a574-b8cef6052491,24,3,145.2,0,Restaurants,145.2,343,25.0,1380,5.0
2d3da827-3602-ef11-a574-b8cef6052491,23,1,35.2,2,Restaurants,35.2,344,30.0,300,15.0
900f48f9-1302-ef11-a574-b8cef6052491,23,2,106.92000000000002,2,Restaurants,106.92000000000002,343,25.0,1380,5.0
cc4ec995-f701-ef11-a574-b8cef6052491,23,1,55.5,2,Restaurants,55.5,344,30.0,300,15.0
cf1882d0-2202-ef11-a574-b8cef6052491,23,1,26.08,2,Restaurants,26.08,343,25.0,1380,5.0
c98a4238-0702-ef11-a574-b8cef6052491,24,4,178.11,0,Restaurants,178.11,343,25.0,1380,5.0
697679e5-1802-ef11-a574-b8cef6052491,24,1,32.5,2,Restaurants,32.5,344,30.0,300,15.0
e05ec5ea-2c02-ef11-a574-b8cef6052491,23,1,39.6,2,Restaurants,39.6,344,30.0,300,15.0
8d345fcf-0902-ef11-a574-b8cef6052491,24,1,56.9,2,Restaurants,56.9,343,25.0,1380,5.0
54dd161f-f801-ef11-a574-b8cef6052491,23,1,100.08,2,Restaurants,100.08,343,25.0,1380,5.0
4a1bf6cb-1602-ef11-a574-b8cef6052491,23,2,87.08,2,Restaurants,87.08,343,25.0,1380,5.0
2e357797-3c02-ef11-a574-b8cef6052491,24,1,64.39,2,Restaurants,64.39,343,25.0,1380,5.0
8de2ca38-3502-ef11-a574-b8cef6052491,23,5,166.85,0,Restaurants,166.85,343,25.0,1380,5.0
e527d034-d925-e911-8102-f403434a7799,24,1,45.8,2,Restaurants,45.8,344,30.0,300,15.0
d8f70222-1a02-ef11-a574-b8cef6052491,24,2,101.4,2,Restaurants,101.4,343,25.0,1380,5.0
fb226504-3f02-ef11-a574-b8cef6052491,24,2,90.81,2,Restaurants,90.81,343,25.0,1380,5.0
d1a8fa50-1902-ef11-a574-b8cef6052491,24,1,50.03,2,Restaurants,50.03,343,25.0,1380,5.0
b129c0c3-2102-ef11-a574-b8cef6052491,24,1,115.72,2,Retailers,115.72,304,100.0,180,10.0
e12b9389-2a02-ef11-a574-b8cef6052491,23,2,131.47,2,Restaurants,131.47,343,25.0,1380,5.0
b3d08015-2702-ef11-a574-b8cef6052491,23,3,98.97,2,Restaurants,98.97,343,25.0,1380,5.0
e72f31e5-3402-ef11-a574-b8cef6052491,24,1,41.7,2,Restaurants,41.7,343,25.0,1380,5.0
79267d1b-2702-ef11-a574-b8cef6052491,24,2,175.1,2,Restaurants,175.1,343,25.0,1380,5.0
ba846239-3e02-ef11-a574-b8cef6052491,23,1,67.39,2,Restaurants,67.39,343,25.0,1380,5.0
523d8090-f001-ef11-a574-b8cef6052491,24,1,25.09,2,Restaurants,25.09,343,25.0,1380,5.0
6bc50e8c-0e02-ef11-a574-b8cef6052491,23,2,58.84,2,Restaurants,58.84,343,25.0,1380,5.0
66c6d889-f701-ef11-a574-b8cef6052491,23,1,35.79,2,Restaurants,35.79,343,25.0,1380,5.0
c008ced6-0402-ef11-a574-b8cef6052491,24,3,107.12,0,Restaurants,107.12,343,25.0,1380,5.0
be3fc075-2f02-ef11-a574-b8cef6052491,23,1,173.5,2,Restaurants,173.5,344,30.0,300,15.0
e74880f7-d401-ef11-a574-b8cef6052491,24,1,140.48,2,Retailers,140.48,304,100.0,180,10.0
0059b7de-0d02-ef11-a574-b8cef6052491,24,1,34.79,2,Restaurants,34.79,343,25.0,1380,5.0
9f29deb4-1702-ef11-a574-b8cef6052491,24,1,28.89,2,Restaurants,28.89,343,25.0,1380,5.0
d444ba98-fb01-ef11-a574-b8cef6052491,23,3,289.03,0,Restaurants,289.03,343,25.0,1380,5.0
3d46b38c-1902-ef11-a574-b8cef6052491,24,1,41.8,2,Restaurants,41.8,343,25.0,1380,5.0
10055b7f-f901-ef11-a574-b8cef6052491,24,1,48.0,2,Restaurants,48.0,343,25.0,1380,5.0
d721df8d-3702-ef11-a574-b8cef6052491,24,1,66.3,2,Restaurants,66.3,343,25.0,1380,5.0
c154a78d-0902-ef11-a574-b8cef6052491,23,1,135.1,2,Fashion & Retail,135.1,328,100.0,31,5.0
d9f49f3e-3d02-ef11-a574-b8cef6052491,23,1,77.6,2,Retailers,77.6,302,50.0,127,10.0
a203e69a-d801-ef11-a574-b8cef6052491,24,1,104.96,2,Fashion & Retail,104.96,329,100.0,80,5.0
882cad0e-f201-ef11-a574-b8cef6052491,23,2,60.07,2,Restaurants,60.07,343,25.0,1380,5.0
eed6afcf-2102-ef11-a574-b8cef6052491,24,1,109.54,2,Restaurants,109.54,344,30.0,300,15.0
939dad21-3602-ef11-a574-b8cef6052491,23,1,123.69,2,Restaurants,123.69,344,30.0,300,15.0
2b076638-0e02-ef11-a574-b8cef6052491,23,1,41.39,2,Restaurants,41.39,343,25.0,1380,5.0
28301211-3002-ef11-a574-b8cef6052491,23,1,76.0,2,Restaurants,76.0,344,30.0,300,15.0
9a865b73-1e02-ef11-a574-b8cef6052491,24,2,117.81,2,Restaurants,117.81,343,25.0,1380,5.0
8bdf8c58-fd01-ef11-a574-b8cef6052491,24,1,325.0,0,Restaurants,325.0,343,25.0,1380,5.0
d4d1baaf-0702-ef11-a574-b8cef6052491,23,1,119.95,2,Fashion & Retail,119.95,329,100.0,80,5.0
544f499b-1c02-ef11-a574-b8cef6052491,23,1,34.28,2,Restaurants,34.28,343,25.0,1380,5.0
ef0c180d-0002-ef11-a574-b8cef6052491,24,1,78.29,2,Restaurants,78.29,344,30.0,300,15.0
274084d4-1202-ef11-a574-b8cef6052491,23,1,69.59,2,Restaurants,69.59,344,30.0,300,15.0
f18bfb5d-3f02-ef11-a574-b8cef6052491,24,1,29.17,2,Restaurants,29.17,343,25.0,1380,5.0
fdde80b6-1902-ef11-a574-b8cef6052491,23,1,25.79,2,Restaurants,25.79,343,25.0,1380,5.0
abe7e902-3d02-ef11-a574-b8cef6052491,23,1,183.87,2,Retailers,183.87,275,150.0,14,30.0
84be47a7-1502-ef11-a574-b8cef6052491,23,1,125.97,2,Fashion & Retail,125.97,329,100.0,80,5.0
d8377094-3002-ef11-a574-b8cef6052491,24,1,68.35,2,Restaurants,68.35,344,30.0,300,15.0
8410c213-1e02-ef11-a574-b8cef6052491,24,1,121.47,2,Retailers,121.47,304,100.0,180,10.0
4a3b1db9-3902-ef11-a574-b8cef6052491,24,2,109.14000000000001,2,Restaurants,109.14000000000001,343,25.0,1380,5.0
50baf7c5-0c02-ef11-a574-b8cef6052491,24,1,120.92,2,Fashion & Retail,120.92,329,100.0,80,5.0
cc0f69a5-1a02-ef11-a574-b8cef6052491,24,1,46.39,2,Restaurants,46.39,343,25.0,1380,5.0
ba89e136-2402-ef11-a574-b8cef6052491,23,1,79.7,2,Restaurants,79.7,343,25.0,1380,5.0
91c94720-ea01-ef11-a574-b8cef6052491,23,1,65.84,2,Restaurants,65.84,343,25.0,1380,5.0
f1cf0323-0a02-ef11-a574-b8cef6052491,24,1,28.46,2,Restaurants,28.46,343,25.0,1380,5.0
2082456e-0202-ef11-a574-b8cef6052491,24,2,119.57,2,Restaurants,119.57,343,25.0,1380,5.0
e333bf25-f101-ef11-a574-b8cef6052491,23,1,83.84,2,Restaurants,83.84,343,25.0,1380,5.0
fb7d3a6c-3a02-ef11-a574-b8cef6052491,24,1,27.85,2,Restaurants,27.85,343,25.0,1380,5.0
52c6bbb0-0f02-ef11-a574-b8cef6052491,23,1,187.98,2,Retailers,187.98,304,100.0,180,10.0
15b9e477-d101-ef11-a574-b8cef6052491,23,6,269.68,0,Restaurants,269.68,343,25.0,1380,5.0
e732b3c6-0602-ef11-a574-b8cef6052491,24,1,56.33,2,Restaurants,56.33,343,25.0,1380,5.0
083f8090-f001-ef11-a574-b8cef6052491,24,1,118.97,2,Fashion & Retail,118.97,329,100.0,80,5.0
74676082-f501-ef11-a574-b8cef6052491,23,3,127.56,0,Restaurants,127.56,343,25.0,1380,5.0
7353a218-3a02-ef11-a574-b8cef6052491,23,1,72.8,2,Restaurants,72.8,343,25.0,1380,5.0
2c18f6cb-1602-ef11-a574-b8cef6052491,24,1,38.89,2,Restaurants,38.89,343,25.0,1380,5.0
60786d8e-1b02-ef11-a574-b8cef6052491,24,2,86.09,2,Restaurants,86.09,343,25.0,1380,5.0
60635dc1-3402-ef11-a574-b8cef6052491,23,1,39.91,2,Restaurants,39.91,344,30.0,300,15.0
93b4662a-0502-ef11-a574-b8cef6052491,24,1,119.3,2,Restaurants,119.3,343,25.0,1380,5.0
5b40cf91-57b9-eb11-8149-1c98ec1324d7,23,2,107.5,2,Restaurants,107.5,343,25.0,1380,5.0
c2edd87a-d501-ef11-a574-b8cef6052491,24,1,68.9,2,Restaurants,68.9,344,30.0,300,15.0
0c976889-0b02-ef11-a574-b8cef6052491,24,1,34.85,2,Restaurants,34.85,343,25.0,1380,5.0
8ad713ea-f801-ef11-a574-b8cef6052491,24,7,376.8,0,Restaurants,376.8,343,25.0,1380,5.0
0a854d1d-2202-ef11-a574-b8cef6052491,23,1,32.64,2,Restaurants,32.64,344,30.0,300,15.0
46c16d0f-fb01-ef11-a574-b8cef6052491,24,1,55.09,2,Restaurants,55.09,344,30.0,300,15.0
6655d654-d201-ef11-a574-b8cef6052491,23,2,59.84,2,Restaurants,59.84,343,25.0,1380,5.0
32edc729-1c02-ef11-a574-b8cef6052491,24,1,33.75,2,Restaurants,33.75,344,30.0,300,15.0
855cf4d6-3102-ef11-a574-b8cef6052491,24,2,187.43,0,Restaurants,187.43,343,25.0,1380,5.0
a1a8b991-ea01-ef11-a574-b8cef6052491,23,1,124.35,2,Retailers,124.35,304,100.0,180,10.0
2daefcac-0402-ef11-a574-b8cef6052491,24,1,48.26,2,Restaurants,48.26,343,25.0,1380,5.0
1c189702-0e02-ef11-a574-b8cef6052491,24,3,128.89,0,Restaurants,128.89,343,25.0,1380,5.0
7605eee5-3502-ef11-a574-b8cef6052491,24,1,56.7,2,Restaurants,56.7,343,25.0,1380,5.0
54bef69d-0e02-ef11-a574-b8cef6052491,24,1,87.0,2,Restaurants,87.0,343,25.0,1380,5.0
11359dde-0602-ef11-a574-b8cef6052491,24,1,34.58,2,Restaurants,34.58,343,25.0,1380,5.0
cf413246-2802-ef11-a574-b8cef6052491,23,1,84.2,2,Restaurants,84.2,344,30.0,300,15.0
644ebfa9-0702-ef11-a574-b8cef6052491,22,2,68.0,2,Restaurants,68.0,343,25.0,1380,5.0
4422df8d-3702-ef11-a574-b8cef6052491,24,1,49.49,2,Restaurants,49.49,343,25.0,1380,5.0
e486e5a5-2102-ef11-a574-b8cef6052491,23,1,65.6,2,Restaurants,65.6,343,25.0,1380,5.0
86024091-f101-ef11-a574-b8cef6052491,23,1,300.2,0,Retailers,300.2,302,50.0,127,10.0
5a22eabe-0402-ef11-a574-b8cef6052491,24,2,157.49,2,Restaurants,157.49,344,30.0,300,15.0
1b5009be-fd01-ef11-a574-b8cef6052491,24,2,62.400000000000006,2,Restaurants,62.400000000000006,343,25.0,1380,5.0
7073eaae-0d02-ef11-a574-b8cef6052491,24,1,31.61,2,Restaurants,31.61,343,25.0,1380,5.0
d49a184f-3b02-ef11-a574-b8cef6052491,23,1,91.5,2,Restaurants,91.5,344,30.0,300,15.0
281526a0-d701-ef11-a574-b8cef6052491,24,2,146.89999999999998,2,Restaurants,146.89999999999998,343,25.0,1380,5.0
458cfdf5-2402-ef11-a574-b8cef6052491,23,5,298.28999999999996,0,Restaurants,298.28999999999996,343,25.0,1380,5.0
060b1705-3002-ef11-a574-b8cef6052491,23,1,279.74,0,Restaurants,279.74,344,30.0,300,15.0
2573c986-d501-ef11-a574-b8cef6052491,24,1,47.81,2,Restaurants,47.81,343,25.0,1380,5.0
6119d497-0702-ef11-a574-b8cef6052491,23,1,117.5,2,Restaurants,117.5,343,25.0,1380,5.0
4f1f0f25-f801-ef11-a574-b8cef6052491,24,1,43.1,2,Restaurants,43.1,344,30.0,300,15.0
6cf0efff-1b02-ef11-a574-b8cef6052491,23,1,72.8,2,Restaurants,72.8,343,25.0,1380,5.0
8e8bfb5d-3f02-ef11-a574-b8cef6052491,24,1,30.37,2,Restaurants,30.37,343,25.0,1380,5.0
7f99db96-3302-ef11-a574-b8cef6052491,24,1,30.8,2,Restaurants,30.8,343,25.0,1380,5.0
9c8aab92-1902-ef11-a574-b8cef6052491,24,1,44.5,2,Restaurants,44.5,343,25.0,1380,5.0
fa47d417-3102-ef11-a574-b8cef6052491,24,2,114.7,2,Restaurants,114.7,343,25.0,1380,5.0
e9219b19-1702-ef11-a574-b8cef6052491,24,2,87.5,2,Restaurants,87.5,343,25.0,1380,5.0
24aaaab7-3702-ef11-a574-b8cef6052491,23,1,34.96,2,Restaurants,34.96,343,25.0,1380,5.0
3899cb92-1202-ef11-a574-b8cef6052491,23,1,27.86,2,Restaurants,27.86,343,25.0,1380,5.0
26c49e0b-d801-ef11-a574-b8cef6052491,23,1,101.89,2,Fashion & Retail,101.89,328,100.0,31,5.0
b1973a04-2f02-ef11-a574-b8cef6052491,23,3,114.2,0,Restaurants,114.2,343,25.0,1380,5.0
0553039f-007c-ed11-816a-30e17161bfc9,23,1,59.99,2,Restaurants,59.99,344,30.0,300,15.0
fcefb98e-2902-ef11-a574-b8cef6052491,24,1,33.14,2,Restaurants,33.14,343,25.0,1380,5.0
628eb33b-1c02-ef11-a574-b8cef6052491,23,1,70.7,2,Restaurants,70.7,344,30.0,300,15.0
9d4e74ff-2102-ef11-a574-b8cef6052491,23,1,42.79,2,Restaurants,42.79,344,30.0,300,15.0
6e0ab9a4-1202-ef11-a574-b8cef6052491,24,3,210.13,0,Restaurants,210.13,343,25.0,1380,5.0
f8a3c898-1202-ef11-a574-b8cef6052491,23,1,49.05,2,Restaurants,49.05,343,25.0,1380,5.0
8b0494f1-0e02-ef11-a574-b8cef6052491,24,7,313.34000000000003,0,Restaurants,313.34000000000003,343,25.0,1380,5.0
8c0af893-2102-ef11-a574-b8cef6052491,24,1,54.73,2,Restaurants,54.73,343,25.0,1380,5.0
0e1e13d7-1c02-ef11-a574-b8cef6052491,23,1,82.0,2,Restaurants,82.0,343,25.0,1380,5.0
b07566a5-f34f-ed11-815e-f403434a779b,23,1,65.0,2,Restaurants,65.0,343,25.0,1380,5.0
ac3456ba-d201-ef11-a574-b8cef6052491,23,1,193.5,2,Restaurants,193.5,344,30.0,300,15.0
66daabea-0d02-ef11-a574-b8cef6052491,23,1,109.3,2,Restaurants,109.3,343,25.0,1380,5.0
57861d6f-2702-ef11-a574-b8cef6052491,24,1,101.2,2,Restaurants,101.2,344,30.0,300,15.0
ff6cb403-837e-ec11-8159-1c98ec1324d5,22,1,155.42,2,Fashion & Retail,155.42,328,100.0,31,5.0
dd2da02b-2c02-ef11-a574-b8cef6052491,23,1,135.75,2,Restaurants,135.75,343,25.0,1380,5.0
bb3647e1-0902-ef11-a574-b8cef6052491,23,1,60.8,2,Restaurants,60.8,343,25.0,1380,5.0
146de7a3-2d02-ef11-a574-b8cef6052491,23,4,214.77,0,Restaurants,214.77,343,25.0,1380,5.0
f8e7d822-f501-ef11-a574-b8cef6052491,23,1,132.5,2,Fashion & Retail,132.5,329,100.0,80,5.0
a64476d4-2e02-ef11-a574-b8cef6052491,23,1,29.5,2,Restaurants,29.5,343,25.0,1380,5.0
a2e5251e-2302-ef11-a574-b8cef6052491,24,1,65.99,2,Restaurants,65.99,343,25.0,1380,5.0
04210187-3e02-ef11-a574-b8cef6052491,23,2,110.25,2,Restaurants,110.25,343,25.0,1380,5.0
3e313c6e-fa01-ef11-a574-b8cef6052491,24,1,61.8,2,Restaurants,61.8,343,25.0,1380,5.0
28dbd22f-0b02-ef11-a574-b8cef6052491,24,3,99.82,0,Restaurants,99.82,343,25.0,1380,5.0
b28d5683-3102-ef11-a574-b8cef6052491,23,3,112.76,0,Restaurants,112.76,343,25.0,1380,5.0
ba6daede-1702-ef11-a574-b8cef6052491,23,1,39.44,2,Restaurants,39.44,343,25.0,1380,5.0
eb0d3204-d601-ef11-a574-b8cef6052491,24,1,104.98,2,Retailers,104.98,302,50.0,127,10.0
846b83fd-fa01-ef11-a574-b8cef6052491,23,1,85.5,2,Restaurants,85.5,344,30.0,300,15.0
bdcbf00c-2b02-ef11-a574-b8cef6052491,23,2,150.87,2,Restaurants,150.87,344,30.0,300,15.0
0eef8feb-2d02-ef11-a574-b8cef6052491,23,1,114.98,2,Retailers,114.98,302,50.0,127,10.0
173ad580-0802-ef11-a574-b8cef6052491,24,1,60.7,2,Restaurants,60.7,343,25.0,1380,5.0
0d9cca8c-fb01-ef11-a574-b8cef6052491,24,1,45.06,2,Restaurants,45.06,343,25.0,1380,5.0
fd70e4e7-f501-ef11-a574-b8cef6052491,24,1,38.03,2,Restaurants,38.03,343,25.0,1380,5.0
fcc0445d-2002-ef11-a574-b8cef6052491,23,1,103.6,2,Restaurants,103.6,344,30.0,300,15.0
96a2616d-0102-ef11-a574-b8cef6052491,23,2,95.12,2,Restaurants,95.12,343,25.0,1380,5.0
48d5c5c4-f601-ef11-a574-b8cef6052491,24,3,108.46000000000001,0,Restaurants,108.46000000000001,343,25.0,1380,5.0
e1424a32-0702-ef11-a574-b8cef6052491,23,2,119.97999999999999,2,Restaurants,119.97999999999999,343,25.0,1380,5.0
f3a8fa50-1902-ef11-a574-b8cef6052491,24,1,91.4,2,Restaurants,91.4,344,30.0,300,15.0
48a376e4-66bd-ee11-a572-b8cef6052491,24,1,67.1,2,Restaurants,67.1,344,30.0,300,15.0
22f2c983-ff01-ef11-a574-b8cef6052491,24,4,222.66,0,Restaurants,222.66,343,25.0,1380,5.0
cc991690-4202-ef11-a574-b8cef6052491,24,1,45.68,2,Restaurants,45.68,344,30.0,300,15.0
4f7df384-3302-ef11-a574-b8cef6052491,23,3,180.02,0,Restaurants,180.02,343,25.0,1380,5.0
a0675d11-2202-ef11-a574-b8cef6052491,24,1,61.14,2,Restaurants,61.14,344,30.0,300,15.0
ce817e54-1602-ef11-a574-b8cef6052491,24,1,34.83,2,Restaurants,34.83,343,25.0,1380,5.0
