,date,transaction_date,cardholder_id,card_id,card_segment,offer_segment,transaction_id,transaction_currency,transaction_currency_code,transaction_amount,transaction_sales_channel,merchant_id,merchant_name,merchant_city,merchant_country,category_key,offer_id,offer_title,ruleset_id,redemption_limit,discount_type,percentage_value,minimum_spend,reward_every_transaction,reward_frequency,minimum_transactions,seg_total_transaction_count,seg_unique_user_count,casback_amount,Recency,Frequency,Monetary,Cluster,wallet_share_by_category
10,2024-05-26 15:30:00,2024-05-23,f82fcfeb-f2bf-4fce-b05b-0d42b6d33210,3f453897-f101-ef11-a574-b8cef6052491,,,304144381092683,AUD,36,49.94,E-COMMERCE,268,Glassons,South Yarra,Australia,Fashion & Retail,346,Get 7% Cashback on All Purchases,298,,PERCENTAGE,7.0,,YES,,,115,112,3.49,18,1,49.94,0,49.94
11,2024-05-26 15:30:00,2024-05-23,e7c0d020-4bed-4e59-a8c5-291549d1ae42,61ac8ef7-0e02-ef11-a574-b8cef6052491,NEW,,584144078158443,AUD,36,124.93,IN-STORE,223,Novo Shoes Instore,ROBINA TOWN CENTRE,Australia,Fashion & Retail,284,Spend $100 and get 15% Cashback,241,,PERCENTAGE,15.0,100.0,YES,,,96,96,18.73,18,1,124.93,0,124.93
12,2024-05-26 15:30:00,2024-05-23,4c5b18a3-daa1-4f49-ad04-ec5fbd21843d,c4d51030-2302-ef11-a574-b8cef6052491,NEW,,464144786758819,AUD,36,59.5,E-COMMERCE,265,2XU Online,Cremorne,Australia,Fashion & Retail,335,Get 5% Cashback on your 1st purchase,293,,PERCENTAGE,5.0,,NO,ONLY,1.0,26,26,2.97,18,1,59.5,0,59.5
13,2024-05-26 15:15:00,2024-05-24,49e0de0e-7fc9-4189-9679-7d7743620f48,1d62f4d8-2502-ef11-a574-b8cef6052491,,,584145013763203,AUD,36,107.98,E-COMMERCE,268,Glassons,South Yarra,Australia,Fashion & Retail,346,Get 7% Cashback on All Purchases,298,,PERCENTAGE,7.0,,YES,,,115,112,7.55,17,1,107.98,0,107.98
14,2024-05-26 15:00:00,2024-05-23,7efdcfa3-4cac-4516-8cf6-96615b95f8e3,437ec3ba-0602-ef11-a574-b8cef6052491,NEW,,464144824381495,AUD,36,96.0,E-COMMERCE,210,Sealife Sydney Australia,Sydney,Australia,Entertainment,285,Get 5% Cashback on All Purchases,242,,PERCENTAGE,5.0,,YES,,,36,35,4.8,18,1,96.0,0,96.0
15,2024-05-26 14:30:00,2024-05-24,755b8d38-8b2b-42c4-ac0f-6452f46cebc4,3f512f3c-d101-ef11-a574-b8cef6052491,NEW,,464145254665769,AUD,36,36.95,E-COMMERCE,240,Automotive Superstore,Castle Hill,Australia,Retailers,312,Get 2% Cashback on All Purchases,257,,PERCENTAGE,2.0,,YES,,,87,86,0.73,17,1,36.95,0,36.95
16,2024-05-26 14:00:00,2024-05-24,8614cf29-44ac-42d2-9a72-3257c2c54f59,f8718326-d401-ef11-a574-b8cef6052491,NEW,,464145081602942,AUD,36,45.0,IN-STORE,264,Star Car Wash Australia,Mackay,Australia,Retailers,333,Get 7% Cashback on All Purchases,280,,PERCENTAGE,7.0,,YES,,,10,9,3.15,17,1,45.0,0,45.0
17,2024-05-26 14:00:00,2024-05-24,4e4dc02f-a672-465c-ad5c-444361e8a0b8,0dce2f51-0f02-ef11-a574-b8cef6052491,NEW,,304145038308467,AUD,36,76.96,IN-STORE,255,Shoes & Sox,Malvern,Australia,Fashion & Retail,325,Get 5% Cashback on All Purchases,242,,PERCENTAGE,5.0,,YES,,,100,96,3.84,17,1,76.96,0,76.96
18,2024-05-26 13:45:00,2024-05-24,e4210a31-7b2e-4e48-b592-42c1b2b2aed9,7f4a677d-1c02-ef11-a574-b8cef6052491,NEW,,304145345577983,AUD,36,77.0,E-COMMERCE,266,Converse,Melbourne,Australia,Fashion & Retail,337,Get 5% Cashback on your 1st purchase,293,,PERCENTAGE,5.0,,NO,ONLY,1.0,35,35,3.85,17,1,77.0,0,77.0
19,2024-05-26 13:45:00,2024-05-24,9158e6d9-1217-4f13-8fd5-f1213be1a719,8657ceb0-3e02-ef11-a574-b8cef6052491,NEW,,304145048700957,AUD,36,427.5,E-COMMERCE,250,LSKD,Loganholme,Australia,Fashion & Retail,306,Spend $150 and get 10% Cashback,251,,PERCENTAGE,10.0,150.0,YES,,,103,92,42.75,17,1,427.5,0,427.5
20,2024-05-26 13:45:00,2024-05-23,71f76037-7d19-4947-be27-f56d93faf5b5,1727e1a6-fe01-ef11-a574-b8cef6052491,LOYAL,,584144777929496,AUD,36,220.0,E-COMMERCE,250,LSKD,Loganholme,Australia,Fashion & Retail,306,Spend $150 and get 10% Cashback,251,,PERCENTAGE,10.0,150.0,YES,,,103,92,22.0,18,1,220.0,0,220.0
21,2024-05-26 13:45:00,2024-05-23,57650c42-26b0-4017-806f-8a1b3171f902,9b31b294-2902-ef11-a574-b8cef6052491,NEW,,384144816655694,AUD,36,161.0,E-COMMERCE,214,SEALIFE Melbourne Australia,Melbourne,Australia,Entertainment,290,Get 5% Cashback on All Purchases,243,,PERCENTAGE,5.0,,YES,,,32,31,8.05,18,1,161.0,0,161.0
22,2024-05-26 13:15:00,2024-05-24,30547e90-76e8-4e8b-acc6-1b19e3617551,9029f311-0b02-ef11-a574-b8cef6052491,NEW,,584145092826538,AUD,36,33.0,E-COMMERCE,209,Sydney Tower Eye Australia,Sydney,Australia,Entertainment,286,Get 5% Cashback on All Purchases,243,,PERCENTAGE,5.0,,YES,,,15,14,1.65,17,2,66.0,0,66.0
23,2024-05-26 12:45:00,2024-05-23,ef5d54ea-9e00-4f8e-9342-2de68f23201c,5bb48c21-2002-ef11-a574-b8cef6052491,,,304144411474310,AUD,36,42.94,E-COMMERCE,268,Glassons,South Yarra,Australia,Fashion & Retail,346,Get 7% Cashback on All Purchases,298,,PERCENTAGE,7.0,,YES,,,115,112,3.0,18,1,42.94,0,42.94
24,2024-05-26 12:45:00,2024-05-24,7d2de6d4-9416-486a-a724-b845d883d6c4,08b6e562-1902-ef11-a574-b8cef6052491,NEW,,304145305073391,AUD,36,403.55,E-COMMERCE,240,Automotive Superstore,Castle Hill,Australia,Retailers,312,Get 2% Cashback on All Purchases,257,,PERCENTAGE,2.0,,YES,,,87,86,8.07,17,1,403.55,0,403.55
25,2024-05-26 12:45:00,2024-05-23,5d1d1812-197f-412f-8726-47a9ba47e90f,e62e5de1-1302-ef11-a574-b8cef6052491,,,464144369611335,AUD,36,79.98,E-COMMERCE,268,Glassons,South Yarra,Australia,Fashion & Retail,346,Get 7% Cashback on All Purchases,298,,PERCENTAGE,7.0,,YES,,,115,112,5.59,18,1,79.98,0,79.98
26,2024-05-26 12:30:00,2024-05-23,0f6c4570-604e-42cb-9cbf-a4f091bb9b8d,ad48de00-1602-ef11-a574-b8cef6052491,,,304144435416611,AUD,36,69.98,E-COMMERCE,268,Glassons,South Yarra,Australia,Fashion & Retail,346,Get 7% Cashback on All Purchases,298,,PERCENTAGE,7.0,,YES,,,115,112,4.89,18,1,69.98,0,69.98
27,2024-05-26 12:15:00,2024-05-23,2a63caaa-a3a1-4908-973e-ab87f64df092,0a376b67-1e02-ef11-a574-b8cef6052491,NEW,,304144267913449,AUD,36,130.0,E-COMMERCE,210,Sealife Sydney Australia,Sydney,Australia,Entertainment,285,Get 5% Cashback on All Purchases,242,,PERCENTAGE,5.0,,YES,,,36,35,6.5,18,1,130.0,0,130.0
28,2024-05-26 11:45:00,2024-05-23,743652cb-db7a-4846-bb94-80c16d25a751,15bbf7c5-0c02-ef11-a574-b8cef6052491,,,384144393130063,AUD,36,89.99,E-COMMERCE,268,Glassons,South Yarra,Australia,Fashion & Retail,346,Get 7% Cashback on All Purchases,298,,PERCENTAGE,7.0,,YES,,,115,112,6.29,18,1,89.99,0,89.99
29,2024-05-25 12:30:00,2024-05-23,b8f8b7c8-4f0b-45f2-8e06-10aa9d3c7ae0,fee2e2d8-1e02-ef11-a574-b8cef6052491,NEW,,384144160340477,AUD,36,99.95,IN-STORE,255,Shoes & Sox,Mt Gravatt,Australia,Fashion & Retail,325,Get 5% Cashback on All Purchases,242,,PERCENTAGE,5.0,,YES,,,100,96,4.99,18,1,99.95,0,99.95
30,2024-05-25 12:30:00,2024-05-22,a81ac464-dc2c-4c4d-adb3-b79c8da07cec,47406eda-f301-ef11-a574-b8cef6052491,LOYAL,,584143633976545,AUD,36,161.5,E-COMMERCE,250,LSKD,Loganholme,Australia,Fashion & Retail,306,Spend $150 and get 10% Cashback,251,,PERCENTAGE,10.0,150.0,YES,,,103,92,16.14,19,1,161.5,0,161.5
31,2024-05-25 12:15:00,2024-05-22,5a17a4bb-2baa-4fe8-92f7-ca57aeb91a9e,fc030554-ff01-ef11-a574-b8cef6052491,,,584143846572890,AUD,36,69.98,E-COMMERCE,268,Glassons,South Yarra,Australia,Fashion & Retail,346,Get 7% Cashback on All Purchases,298,,PERCENTAGE,7.0,,YES,,,115,112,4.89,19,1,69.98,0,69.98
32,2024-05-25 12:15:00,2024-05-22,508d6b0f-05a7-48e9-93ed-b1a502b7e861,47d95e1a-0702-ef11-a574-b8cef6052491,LOYAL,,304143774877530,AUD,36,251.91,E-COMMERCE,250,LSKD,Loganholme,Australia,Fashion & Retail,306,Spend $150 and get 10% Cashback,251,,PERCENTAGE,10.0,150.0,YES,,,103,92,25.19,19,1,251.91,0,251.91
33,2024-05-25 12:15:00,2024-05-23,43d5d0a2-0314-4e9a-9da0-dd8982d0d1c7,16993316-0902-ef11-a574-b8cef6052491,,,464144345589361,AUD,36,46.94,E-COMMERCE,268,Glassons,South Yarra,Australia,Fashion & Retail,346,Get 7% Cashback on All Purchases,298,,PERCENTAGE,7.0,,YES,,,115,112,3.28,18,1,46.94,0,46.94
34,2024-05-25 12:00:00,2024-05-23,d7dd9aaa-8964-4cd9-ac73-6ba99b68af41,894662f7-1802-ef11-a574-b8cef6052491,NEW,,384144316415628,AUD,36,465.53,E-COMMERCE,240,Automotive Superstore,Castle Hill,Australia,Retailers,312,Get 2% Cashback on All Purchases,257,,PERCENTAGE,2.0,,YES,,,87,86,9.31,18,1,465.53,0,465.53
35,2024-05-25 11:45:00,2024-05-23,5ad1f174-e962-451d-b718-24adf0007838,b0671ba8-1602-ef11-a574-b8cef6052491,NEW,,464144129900682,AUD,36,181.0,E-COMMERCE,250,LSKD,Loganholme,Australia,Fashion & Retail,306,Spend $150 and get 10% Cashback,251,,PERCENTAGE,10.0,150.0,YES,,,103,92,18.1,18,1,181.0,0,181.0
36,2024-05-25 11:45:00,2024-05-22,07fa953d-b4f6-485f-9d90-d44a739c1f4f,a44f74ff-2102-ef11-a574-b8cef6052491,LOYAL,,584143764234478,AUD,36,165.25,E-COMMERCE,250,LSKD,Loganholme,Australia,Fashion & Retail,306,Spend $150 and get 10% Cashback,251,,PERCENTAGE,10.0,150.0,YES,,,103,92,16.52,19,4,685.3199999999999,2,685.3199999999999
37,2024-05-25 11:30:00,2024-05-23,235bcd47-6de0-4afd-925f-26735eb1b7e0,ac8ebd5d-1a02-ef11-a574-b8cef6052491,NEW,,304144346945828,AUD,36,196.91,E-COMMERCE,250,LSKD,Loganholme,Australia,Fashion & Retail,306,Spend $150 and get 10% Cashback,251,,PERCENTAGE,10.0,150.0,YES,,,103,92,19.69,18,1,196.91,0,196.91
38,2024-05-25 11:15:00,2024-05-23,82590320-2441-4954-8c52-820d92416719,48b5899f-2f02-ef11-a574-b8cef6052491,LOYAL,,384144377043485,AUD,36,315.0,E-COMMERCE,250,LSKD,Loganholme,Australia,Fashion & Retail,306,Spend $150 and get 10% Cashback,251,,PERCENTAGE,10.0,150.0,YES,,,103,92,31.5,18,1,315.0,0,315.0
39,2024-05-25 11:00:00,2024-05-22,c7ddb87b-8f13-4863-b344-6196bb3cf96c,0f19aabd-2802-ef11-a574-b8cef6052491,NEW,,464143336346050,AUD,36,108.0,E-COMMERCE,214,SEALIFE Melbourne Australia,Melbourne,Australia,Entertainment,290,Get 5% Cashback on All Purchases,243,,PERCENTAGE,5.0,,YES,,,32,31,5.4,19,1,108.0,0,108.0
40,2024-05-25 11:00:00,2024-05-23,096d1895-783c-479d-bc15-0d8e49a70c40,fe27d1f4-3102-ef11-a574-b8cef6052491,LAPSED,,384144126222962,AUD,36,59.9,IN-STORE,255,Shoes & Sox,Parramatta,Australia,Fashion & Retail,325,Get 5% Cashback on All Purchases,242,,PERCENTAGE,5.0,,YES,,,100,96,2.99,18,1,59.9,0,59.9
41,2024-05-25 10:45:00,2024-05-23,387e4dbf-6fd1-473a-a2c2-3f322f6dc916,3e3cbc1f-0102-ef11-a574-b8cef6052491,NEW,,304144111168010,AUD,36,230.0,E-COMMERCE,250,LSKD,Loganholme,Australia,Fashion & Retail,306,Spend $150 and get 10% Cashback,251,,PERCENTAGE,10.0,150.0,YES,,,103,92,23.0,18,1,230.0,0,230.0
42,2024-05-25 10:45:00,2024-05-22,313ae9da-bd11-45b0-a0bf-fd6fcffdd693,4c27b181-2f02-ef11-a574-b8cef6052491,,,584143378570312,AUD,36,94.97,E-COMMERCE,268,Glassons,South Yarra,Australia,Fashion & Retail,346,Get 7% Cashback on All Purchases,298,,PERCENTAGE,7.0,,YES,,,115,112,6.64,19,1,94.97,0,94.97
43,2024-05-25 10:15:00,2024-05-23,3a7242f6-95bf-47b3-818f-ccd1db5e738f,62fc0f6c-52a0-ed11-816b-f403433e0c0d,NEW,,304144395930905,AUD,36,170.75,E-COMMERCE,250,LSKD,Loganholme,Australia,Fashion & Retail,306,Spend $150 and get 10% Cashback,251,,PERCENTAGE,10.0,150.0,YES,,,103,92,17.07,18,1,170.75,0,170.75
44,2024-05-25 10:00:00,2024-05-22,9d7085c4-73e6-43e5-a3b9-db1f4409f053,b1cd94ad-ef01-ef11-a574-b8cef6052491,NEW,,464143030747249,AUD,36,117.43,IN-STORE,223,Novo Shoes Instore,CHERMSIDE,Australia,Fashion & Retail,284,Spend $100 and get 15% Cashback,241,,PERCENTAGE,15.0,100.0,YES,,,96,96,17.61,19,1,117.43,0,117.43
45,2024-05-25 10:00:00,2024-05-22,2d79694f-f37f-4e80-a0ec-35698bb7f873,fd6cb240-f501-ef11-a574-b8cef6052491,NEW,,304143860381910,AUD,36,102.0,E-COMMERCE,210,Sealife Sydney Australia,Sydney,Australia,Entertainment,285,Get 5% Cashback on All Purchases,242,,PERCENTAGE,5.0,,YES,,,36,35,5.09,19,1,102.0,0,102.0
46,2024-05-25 09:45:00,2024-05-23,5e2e54f4-14d6-41d3-867c-47fba62041b4,e2ba70ea-3302-ef11-a574-b8cef6052491,,,584144004721310,AUD,36,159.94,E-COMMERCE,268,Glassons,South Yarra,Australia,Fashion & Retail,346,Get 7% Cashback on All Purchases,298,,PERCENTAGE,7.0,,YES,,,115,112,11.19,18,1,159.94,0,159.94
47,2024-05-25 09:30:00,2024-05-23,31c3031a-fee5-49b6-bf80-4c880ac6c445,00ac2cfe-1902-ef11-a574-b8cef6052491,NEW,,584144021145504,AUD,36,44.34,E-COMMERCE,240,Automotive Superstore,Castle Hill,Australia,Retailers,312,Get 2% Cashback on All Purchases,257,,PERCENTAGE,2.0,,YES,,,87,86,0.88,18,1,44.34,0,44.34
48,2024-05-25 09:15:00,2024-05-23,e0051fad-a77c-4dcd-8cf8-cb5bf8129cb8,7a0f1351-0802-ef11-a574-b8cef6052491,LOYAL,,584144186652277,AUD,36,180.0,E-COMMERCE,250,LSKD,Loganholme,Australia,Fashion & Retail,306,Spend $150 and get 10% Cashback,251,,PERCENTAGE,10.0,150.0,YES,,,103,92,18.0,18,1,180.0,0,180.0
49,2024-05-25 09:15:00,2024-05-23,ae1e1d5d-f2a6-4f45-9c90-09d0d2d2a96e,f5c6ca6f-0902-ef11-a574-b8cef6052491,,,304144343625461,AUD,36,41.95,E-COMMERCE,268,Glassons,South Yarra,Australia,Fashion & Retail,346,Get 7% Cashback on All Purchases,298,,PERCENTAGE,7.0,,YES,,,115,112,2.93,18,1,41.95,0,41.95
50,2024-05-25 09:15:00,2024-05-22,a4622fa6-790a-4b5d-8971-45e9bb9dc6b9,f23dff87-62d1-ee11-b58f-043f72dce669,NEW,,304143360818923,AUD,36,76.8,E-COMMERCE,210,Sealife Sydney Australia,Sydney,Australia,Entertainment,285,Get 5% Cashback on All Purchases,242,,PERCENTAGE,5.0,,YES,,,36,35,3.84,19,1,76.8,0,76.8
51,2024-05-25 09:15:00,2024-05-23,481ea318-c78d-490d-98e4-ea23220a0234,86866ff7-0702-ef11-a574-b8cef6052491,LOYAL,,464144290368962,AUD,36,200.0,E-COMMERCE,250,LSKD,Loganholme,Australia,Fashion & Retail,306,Spend $150 and get 10% Cashback,251,,PERCENTAGE,10.0,150.0,YES,,,103,92,20.0,18,1,200.0,0,200.0
52,2024-05-25 08:45:00,2024-05-22,84163f6e-d50a-4ef9-ab70-643e293bb502,f36aa987-2f02-ef11-a574-b8cef6052491,NEW,,384143498035038,AUD,36,259.0,E-COMMERCE,266,Converse,Melbourne,Australia,Fashion & Retail,337,Get 5% Cashback on your 1st purchase,293,,PERCENTAGE,5.0,,NO,ONLY,1.0,35,35,12.95,19,1,259.0,0,259.0
53,2024-05-25 08:45:00,2024-05-23,68ba3002-1bd1-41a9-921a-97f5c24d956e,f2bf80f5-0c0d-ef11-abbe-043f72dce83d,NEW,,584144168015415,AUD,36,24.99,E-COMMERCE,252,Move with us,Burleigh Heads,Australia,Health and Wellness,314,Get 15% Cashback on All Purchases,259,,PERCENTAGE,15.0,,YES,,,38,38,3.74,18,1,24.99,0,24.99
54,2024-05-25 08:30:00,2024-05-22,6e9641ab-e9e4-4dd6-8365-4b35b5cd572d,0a283911-3802-ef11-a574-b8cef6052491,NEW,,464143510086946,AUD,36,47.0,E-COMMERCE,233,Modibodi,Rozelle,Australia,Retailers,310,Get 7% Cashback on your 1st purchase,255,,PERCENTAGE,7.0,,NO,ONLY,1.0,57,57,3.29,19,1,47.0,0,47.0
55,2024-05-25 08:30:00,2024-05-23,22296d57-c023-41b6-9fac-752b2111df19,59a12d18-2302-ef11-a574-b8cef6052491,,,384144264369295,AUD,36,79.98,E-COMMERCE,268,Glassons,South Yarra,Australia,Fashion & Retail,346,Get 7% Cashback on All Purchases,298,,PERCENTAGE,7.0,,YES,,,115,112,5.59,18,1,79.98,0,79.98
56,2024-05-25 08:30:00,2024-05-23,055c4d9d-69ec-4a47-a9f9-8220e95aec8c,f13a0412-1502-ef11-a574-b8cef6052491,LAPSED,"NEW, LAPSED",464144422718221,AUD,36,17.0,E-COMMERCE,253,ResMed Australia,Bella Vista,Australia,Health and Wellness,318,Get 7% Cashback on your 1st purchase,292,,PERCENTAGE,7.0,,NO,ONLY,1.0,4,4,1.19,18,1,17.0,0,17.0
57,2024-05-25 08:15:00,2024-05-23,cd8ee85c-b2e9-4e14-9a83-60076b79f650,677a4d5b-1702-ef11-a574-b8cef6052491,,,464144181174037,AUD,36,7.23,E-COMMERCE,268,Glassons,South Yarra,Australia,Fashion & Retail,346,Get 7% Cashback on All Purchases,298,,PERCENTAGE,7.0,,YES,,,115,112,0.5,18,2,7.95,0,7.95
58,2024-05-25 08:00:00,2024-05-23,9cc3307c-6069-45b1-8e3e-012d34539b62,8d2c42a7-0b02-ef11-a574-b8cef6052491,NEW,,464144363191439,AUD,36,76.5,E-COMMERCE,265,2XU Online,Cremorne,Australia,Fashion & Retail,335,Get 5% Cashback on your 1st purchase,293,,PERCENTAGE,5.0,,NO,ONLY,1.0,26,26,3.82,18,1,76.5,0,76.5
59,2024-05-25 08:00:00,2024-05-23,94e65f18-142d-4793-bfed-101677fa2e8f,c936c24e-2402-ef11-a574-b8cef6052491,NEW,,384144039828333,AUD,36,118.92,IN-STORE,255,Shoes & Sox,Shellharbour,Australia,Fashion & Retail,325,Get 5% Cashback on All Purchases,242,,PERCENTAGE,5.0,,YES,,,100,96,5.94,18,1,118.92,0,118.92
60,2024-05-25 07:45:00,2024-05-23,cd933298-238a-4c1d-b9c3-b4af9627ec67,ac794bb7-d601-ef11-a574-b8cef6052491,NEW,,584144032412422,AUD,36,59.95,IN-STORE,255,Shoes & Sox,Chermside,Australia,Fashion & Retail,325,Get 5% Cashback on All Purchases,242,,PERCENTAGE,5.0,,YES,,,100,96,2.99,18,1,59.95,0,59.95
61,2024-05-25 07:30:00,2024-05-23,6347d988-221e-4183-88c0-33f640bc45a0,e853f9e8-1502-ef11-a574-b8cef6052491,,,464144192713871,AUD,36,56.93,E-COMMERCE,268,Glassons,South Yarra,Australia,Fashion & Retail,346,Get 7% Cashback on All Purchases,298,,PERCENTAGE,7.0,,YES,,,115,112,3.98,18,1,56.93,0,56.93
62,2024-05-25 07:30:00,2024-05-22,2678e368-ac3f-43ae-b459-2ad6a956a2c7,aecca65e-1b02-ef11-a574-b8cef6052491,NEW,,384143407621319,AUD,36,39.6,E-COMMERCE,214,SEALIFE Melbourne Australia,Melbourne,Australia,Entertainment,290,Get 5% Cashback on All Purchases,243,,PERCENTAGE,5.0,,YES,,,32,31,1.98,19,1,39.6,0,39.6
63,2024-05-25 07:15:00,2024-05-23,93f7f34f-6026-4f25-a649-b2bec3a72003,29d652ac-1b02-ef11-a574-b8cef6052491,NEW,,584144339724462,AUD,36,105.0,E-COMMERCE,240,Automotive Superstore,Castle Hill,Australia,Retailers,312,Get 2% Cashback on All Purchases,257,,PERCENTAGE,2.0,,YES,,,87,86,2.1,18,1,105.0,0,105.0
64,2024-05-25 07:00:00,2024-05-23,c6ab0971-f9c2-46a2-a250-c2a2a1d794b9,803d753c-3a02-ef11-a574-b8cef6052491,NEW,,304144013073326,AUD,36,119.95,IN-STORE,255,Shoes & Sox,Northlakes,Australia,Fashion & Retail,325,Get 5% Cashback on All Purchases,242,,PERCENTAGE,5.0,,YES,,,100,96,5.99,18,1,119.95,0,119.95
65,2024-05-25 07:00:00,2024-05-23,83560598-7877-47b7-82bf-312e9d3cda30,6b2ca0df-2d02-ef11-a574-b8cef6052491,,,584144015666995,AUD,36,37.94,E-COMMERCE,268,Glassons,South Yarra,Australia,Fashion & Retail,346,Get 7% Cashback on All Purchases,298,,PERCENTAGE,7.0,,YES,,,115,112,2.65,18,1,37.94,0,37.94
66,2024-05-25 06:45:00,2024-05-23,9c869052-e6df-48de-8c5d-5e76ae035a69,3e3203c0-1602-ef11-a574-b8cef6052491,,,384144183288058,AUD,36,46.94,E-COMMERCE,268,Glassons,South Yarra,Australia,Fashion & Retail,346,Get 7% Cashback on All Purchases,298,,PERCENTAGE,7.0,,YES,,,115,112,3.28,18,1,46.94,0,46.94
67,2024-05-25 06:45:00,2024-05-23,20493129-8bf0-461c-8333-c51fdd68344b,21bbf06e-fb01-ef11-a574-b8cef6052491,NEW,,584144051747930,AUD,36,66.4,E-COMMERCE,210,Sealife Sydney Australia,Sydney,Australia,Entertainment,285,Get 5% Cashback on All Purchases,242,,PERCENTAGE,5.0,,YES,,,36,35,3.32,18,1,66.4,0,66.4
68,2024-05-24 18:30:00,2024-05-21,c272384f-806d-4215-9f8f-185c0c1b891d,aab2b524-1602-ef11-a574-b8cef6052491,LAPSED,,304142415711188,AUD,36,76.8,E-COMMERCE,210,Sealife Sydney Australia,Sydney,Australia,Entertainment,285,Get 5% Cashback on All Purchases,242,,PERCENTAGE,5.0,,YES,,,36,35,3.84,20,1,76.8,0,76.8
