,date,transaction_date,cardholder_id,card_id,card_segment,offer_segment,transaction_id,transaction_currency,transaction_currency_code,transaction_amount,transaction_sales_channel,merchant_id,merchant_name,merchant_city,merchant_country,category_key,offer_id,offer_title,ruleset_id,redemption_limit,discount_type,fixed_value,minimum_spend,reward_every_transaction,reward_frequency,minimum_transactions,seg_total_transaction_count,seg_unique_user_count,casback_amount,Recency,Frequency,Monetary,Cluster
15,2024-05-15 22:15:00,2024-05-11,21031eec-7e5a-4afa-bfa0-35a65ae28660,e849677d-1c02-ef11-a574-b8cef6052491,LOYAL,,384132118080597,AUD,36,26.89,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,1,26.89,2
16,2024-05-15 22:15:00,2024-05-12,20e80fb9-b4e5-41e6-a565-38d371d2f83a,3dcd6ca5-fc01-ef11-a574-b8cef6052491,LOYAL,,584133013229700,AUD,36,51.23,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,2,92.44999999999999,2
17,2024-05-15 22:15:00,2024-05-12,089f6b08-d046-4fd6-ab8b-b5d6a5f09557,95d801d8-2b02-ef11-a574-b8cef6052491,NEW,,304133022824563,AUD,36,87.39,E-COMMERCE,235,Pet Circle,Sydney,Australia,Retailers,302,Get $10 back on 1st Purchase of $50+,248,,FIXED,10.0,50.0,NO,ONLY,1.0,127,127,10.0,23,1,87.39,2
18,2024-05-15 22:00:00,2024-05-11,ebea59c2-258e-4a40-bde6-8697ce90652e,7f96b162-eb01-ef11-a574-b8cef6052491,LOYAL,,584132072411985,AUD,36,47.89,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,1,47.89,2
19,2024-05-15 22:00:00,2024-05-12,cbf6b8c8-d938-44a2-b760-8aa38405517b,7cef0c1b-eb01-ef11-a574-b8cef6052491,LOYAL,,464133266065603,AUD,36,68.9,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,1,68.9,2
20,2024-05-15 22:00:00,2024-05-12,3bb68544-61bb-462a-bc08-4c1fe2a654e3,135899da-3e02-ef11-a574-b8cef6052491,NEW,,384133284581529,AUD,36,72.99,E-COMMERCE,235,Pet Circle,Sydney,Australia,Retailers,302,Get $10 back on 1st Purchase of $50+,248,,FIXED,10.0,50.0,NO,ONLY,1.0,127,127,10.0,23,1,72.99,2
21,2024-05-15 22:00:00,2024-05-11,1695b618-45ec-4e32-889b-d73e1f137f92,db8c0f98-0202-ef11-a574-b8cef6052491,LOYAL,,384132283179196,AUD,36,26.0,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,2,51.39,2
22,2024-05-15 22:00:00,2024-05-12,0fb07d92-ae6b-44e0-a5aa-f6975d798531,2161d19e-0f02-ef11-a574-b8cef6052491,LOYAL,,584133271300996,AUD,36,107.09,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,4,265.76,0
23,2024-05-15 21:45:00,2024-05-12,cca9c910-8c5e-4ce6-82c9-88341622dfe0,247ad5bc-2002-ef11-a574-b8cef6052491,LOYAL,,304133174835205,AUD,36,42.53,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,1,42.53,2
24,2024-05-15 21:45:00,2024-05-12,a50240a4-89a4-40cd-b805-08e0eaf83599,f3cf2214-4402-ef11-a574-b8cef6052491,NEW,,384133027321417,AUD,36,175.58,E-COMMERCE,235,Pet Circle,Sydney,Australia,Retailers,302,Get $10 back on 1st Purchase of $50+,248,,FIXED,10.0,50.0,NO,ONLY,1.0,127,127,10.0,23,1,175.58,2
25,2024-05-15 21:45:00,2024-05-12,990b3e1d-692a-4574-a359-e6509d1f807d,eeab093a-0902-ef11-a574-b8cef6052491,LAPSED,"LOYAL, LAPSED",584133247481256,AUD,36,242.48,E-COMMERCE,235,Pet Circle,Sydney,Australia,Retailers,304,Spend $100 get $10 Cashback,249,,FIXED,10.0,100.0,YES,,,185,180,10.0,23,1,242.48,2
26,2024-05-15 21:45:00,2024-05-12,7f89d21f-2693-4ed5-ad32-38f151907229,be306157-445a-ec11-814b-30e17161bfca,LOYAL,,464133285444035,AUD,36,55.16,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,1,55.16,2
27,2024-05-15 21:45:00,2024-05-12,633f0a79-f04b-4091-b724-75c63b32ab7f,468dcc54-f001-ef11-a574-b8cef6052491,LOYAL,,584133251909430,AUD,36,111.24,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,1,111.24,2
28,2024-05-15 21:45:00,2024-05-12,166c43df-ed2e-4f16-a4cc-b831c41e6ea1,84bb1e8c-2602-ef11-a574-b8cef6052491,LOYAL,,584133257514621,AUD,36,29.87,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,2,66.01,2
29,2024-05-15 21:45:00,2024-05-12,1139ecd5-58f6-4cd2-83e1-3c7e107aa481,8f674953-fe01-ef11-a574-b8cef6052491,LAPSED,"NEW, LAPSED",584133331116267,AUD,36,85.94,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,23,1,85.94,2
30,2024-05-15 21:30:00,2024-05-12,faa88457-e956-4231-8aa1-7ab36967b6b7,168b9726-2602-ef11-a574-b8cef6052491,LAPSED,"NEW, LAPSED",464133268662252,AUD,36,114.9,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,23,1,114.9,2
31,2024-05-15 21:30:00,2024-05-12,f4c15287-6df4-456a-a046-66d89280d9de,9d69f1a4-2002-ef11-a574-b8cef6052491,LOYAL,,304133098775439,AUD,36,66.29,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,3,145.87,0
32,2024-05-15 21:30:00,2024-05-12,ea2bc80e-e801-4c40-89b0-3b678db555b5,21614918-d901-ef11-a574-b8cef6052491,LOYAL,,304133088578221,AUD,36,36.38,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,2,65.67,2
33,2024-05-15 21:30:00,2024-05-12,cc4a031d-edde-416d-b6c3-5b903be7fe37,f3f9e6c2-3602-ef11-a574-b8cef6052491,NEW,,304133231667659,AUD,36,72.01,E-COMMERCE,235,Pet Circle,Sydney,Australia,Retailers,302,Get $10 back on 1st Purchase of $50+,248,,FIXED,10.0,50.0,NO,ONLY,1.0,127,127,10.0,23,1,72.01,2
34,2024-05-15 21:30:00,2024-05-12,9623a423-7e83-44bc-a5db-e906501944a2,5648f53c-d201-ef11-a574-b8cef6052491,NEW,,584133403510277,AUD,36,56.05,E-COMMERCE,235,Pet Circle,Sydney,Australia,Retailers,302,Get $10 back on 1st Purchase of $50+,248,,FIXED,10.0,50.0,NO,ONLY,1.0,127,127,10.0,23,1,56.05,2
35,2024-05-15 21:30:00,2024-05-11,4c54b951-2e9c-4503-a558-2f9b104cfb91,9adb3e49-3302-ef11-a574-b8cef6052491,LOYAL,,384132162763927,AUD,36,30.42,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,1,30.42,2
36,2024-05-15 21:30:00,2024-05-12,3f454998-ffe6-4a2c-9d4b-da784321d6a8,25f14027-1202-ef11-a574-b8cef6052491,LOYAL,,304133294884216,AUD,36,43.47,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,1,43.47,2
37,2024-05-15 21:30:00,2024-05-11,28803df4-f2b1-4408-8288-e4be748761a9,291df6c6-1e02-ef11-a574-b8cef6052491,LOYAL,,584132103477089,AUD,36,58.39,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,4,143.78,0
38,2024-05-15 21:30:00,2024-05-12,1e8f28c3-1abb-4160-bcaf-671ff480f479,69913b6b-0402-ef11-a574-b8cef6052491,LOYAL,"LOYAL, LAPSED",304133322398025,AUD,36,121.98,E-COMMERCE,235,Pet Circle,Sydney,Australia,Retailers,304,Spend $100 get $10 Cashback,249,,FIXED,10.0,100.0,YES,,,185,180,10.0,23,1,121.98,2
39,2024-05-15 21:30:00,2024-05-11,1a7120e3-774f-4868-a75d-1d31672e676f,4a064e50-2d02-ef11-a574-b8cef6052491,LOYAL,,584132287887251,AUD,36,31.12,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,1,31.12,2
40,2024-05-15 21:30:00,2024-05-12,15ad9c44-69a6-40a3-ac3e-9f2768a81bb9,e436ea72-3b02-ef11-a574-b8cef6052491,LOYAL,,384133101334893,AUD,36,50.24,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,4,154.93,0
41,2024-05-15 21:30:00,2024-05-11,143cc7b2-f1bd-471f-b188-7f723005686b,02fbb80e-0202-ef11-a574-b8cef6052491,LOYAL,,464132276142794,AUD,36,165.59,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,1,165.59,2
42,2024-05-15 21:15:00,2024-05-12,c8fe452a-5887-4e4d-bc3c-dfa659583e12,cad5079e-0202-ef11-a574-b8cef6052491,LOYAL,,584133090405576,AUD,36,28.11,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,2,82.84,2
43,2024-05-15 21:15:00,2024-05-11,bc79ee28-3c15-4f17-b6b7-16f7593a3197,aa3f45e9-ff01-ef11-a574-b8cef6052491,LOYAL,"LOYAL, LAPSED",384132233617568,AUD,36,126.46,E-COMMERCE,235,Pet Circle,Sydney,Australia,Retailers,304,Spend $100 get $10 Cashback,249,,FIXED,10.0,100.0,YES,,,185,180,10.0,24,1,126.46,2
44,2024-05-15 21:15:00,2024-05-12,b8df5d54-8b48-42e1-9951-fdf5c9310d98,1abdf4f4-1c02-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",464133237593042,AUD,36,42.8,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,23,1,42.8,2
45,2024-05-15 21:15:00,2024-05-11,a516d605-073a-4d0b-acd2-de83ed5b436e,abee2f07-f001-ef11-a574-b8cef6052491,LOYAL,,384132280062569,AUD,36,44.8,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,1,44.8,2
46,2024-05-15 21:15:00,2024-05-11,a2c80e39-8b34-40c9-8eda-58facddb0abd,06e7decc-2c02-ef11-a574-b8cef6052491,LOYAL,"LOYAL, LAPSED",584132862814281,AUD,36,176.49,E-COMMERCE,235,Pet Circle,Sydney,Australia,Retailers,304,Spend $100 get $10 Cashback,249,,FIXED,10.0,100.0,YES,,,185,180,10.0,24,1,176.49,2
47,2024-05-15 21:15:00,2024-05-12,9b5dd500-ad82-4409-bd0f-a96b71784e89,8ab8e6bf-3202-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",304133135861999,AUD,36,48.46,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,23,1,48.46,2
48,2024-05-15 21:15:00,2024-05-12,589a0b30-012c-474d-8035-4c9b03b8887c,705c48f2-d501-ef11-a574-b8cef6052491,LOYAL,,584133078006557,AUD,36,80.0,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,1,80.0,2
49,2024-05-15 21:15:00,2024-05-11,29588efb-0dbf-450b-abe2-5318466240e0,6a04a4d0-d801-ef11-a574-b8cef6052491,LOYAL,,464132035854197,AUD,36,36.1,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,1,36.1,2
50,2024-05-15 21:15:00,2024-05-12,26d62f24-1d47-4052-aded-38e984969d21,3114bc96-3b02-ef11-a574-b8cef6052491,LOYAL,,464133032661574,AUD,36,34.57,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,1,34.57,2
51,2024-05-15 21:15:00,2024-05-10,1cf054c8-440f-4c24-be86-4e09a77a831d,7609dac0-0d02-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",584131847888434,AUD,36,96.99,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,25,1,96.99,2
52,2024-05-15 21:00:00,2024-05-12,f4a0af20-3789-4827-9aa2-dec9104596e7,a338c169-f401-ef11-a574-b8cef6052491,LOYAL,,304133260428113,AUD,36,162.19,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,1,162.19,2
53,2024-05-15 21:00:00,2024-05-12,f3846784-7748-40fc-9ba9-ed4066a31049,dc8d1af7-3402-ef11-a574-b8cef6052491,LOYAL,,464133165321312,AUD,36,41.0,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,5,220.69,0
54,2024-05-15 21:00:00,2024-05-11,ec3af552-c265-43db-b4c0-d8eb5cee7c29,db9f7bce-2e02-ef11-a574-b8cef6052491,LOYAL,,304132329096459,AUD,36,39.25,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,1,39.25,2
55,2024-05-15 21:00:00,2024-05-11,e2a9ef58-f3a4-4aa5-aa6e-413bc08bf47a,7794d4bb-0e02-ef11-a574-b8cef6052491,NEW,,584132404005148,AUD,36,134.96,E-COMMERCE,263,General Pants Co. Online,ALEXANDRIA,Australia,Fashion & Retail,328,Spend $100 or more and get $5 cashback,272,,FIXED,5.0,100.0,YES,,,32,31,5.0,24,1,134.96,2
56,2024-05-15 21:00:00,2024-05-11,d6a537e5-1a8f-457a-a7dc-7fe719668065,5b54e1de-1e02-ef11-a574-b8cef6052491,LOYAL,,304132181081976,AUD,36,49.29,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,3,146.34,0
57,2024-05-15 21:00:00,2024-05-11,cbe860fd-2884-43a8-9581-759ae77b4b86,13f4c1f6-d301-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",304132340420015,AUD,36,50.67,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,New to Menulog? $15 cashback on $30.,296,,FIXED,15.0,30.0,NO,ONLY,1.0,300,300,15.0,24,1,50.67,2
58,2024-05-15 21:00:00,2024-05-12,94a5e5cc-1d82-47e1-b744-a368553e7d30,a13e3d72-3202-ef11-a574-b8cef6052491,LOYAL,,304133232338821,AUD,36,45.21,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,2,81.45,2
59,2024-05-15 21:00:00,2024-05-11,7b89d775-5576-4ddb-a619-91732f56698d,6dcbaa2b-1e02-ef11-a574-b8cef6052491,LOYAL,,384132380456309,AUD,36,27.99,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,2,76.31,2
60,2024-05-15 21:00:00,2024-05-12,6c9f1e83-a06d-4a69-a2f7-84eedf932b80,26295de0-d501-ef11-a574-b8cef6052491,LOYAL,,464133077294762,AUD,36,38.68,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,2,65.87,2
61,2024-05-15 21:00:00,2024-05-11,615902cf-db87-4cf3-8fdf-a5b00cd022ff,0d5e6b13-4302-ef11-a574-b8cef6052491,LOYAL,,304132232690902,AUD,36,46.23,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,2,96.1,2
62,2024-05-15 21:00:00,2024-05-11,5ba840cd-4146-403b-b12d-478cf9c1dda8,b535b1e4-0d02-ef11-a574-b8cef6052491,LOYAL,,304132845202638,AUD,36,54.0,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,4,222.45,0
63,2024-05-15 21:00:00,2024-05-11,4e642026-549c-4fa7-b08b-68d072b12431,3ceb3924-d901-ef11-a574-b8cef6052491,LOYAL,,384132065748255,AUD,36,26.19,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,4,134.23,0
64,2024-05-15 20:45:00,2024-05-11,cec438c0-1e81-4212-a6b1-c45ede3424fa,59a41c45-2e02-ef11-a574-b8cef6052491,LOYAL,,304132382879223,AUD,36,79.79,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,1,79.79,2
65,2024-05-15 20:45:00,2024-05-12,cabbc404-b993-4b5d-9efb-d173d9c02f44,8dbfbaad-23e1-ed11-816c-f403433e0c0d,LOYAL,,304133300472679,AUD,36,45.89,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,2,92.55,2
66,2024-05-15 20:45:00,2024-05-11,c62ee626-bfe8-4018-9648-cfacbd496339,3f36ddb6-2002-ef11-a574-b8cef6052491,LOYAL,,584132309251009,AUD,36,71.7,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,24,1,71.7,2
67,2024-05-15 20:45:00,2024-05-12,a7af1185-560a-40dc-8c78-3eb99003586b,999183fe-2702-ef11-a574-b8cef6052491,LOYAL,,584133271138347,AUD,36,57.0,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,Spend $25 and get $5 Cashback,291,,FIXED,5.0,25.0,NO,ONLY,1.0,1381,1380,5.0,23,1,57.0,2
