date,transaction_date,cardholder_id,card_id,card_segment,offer_segment,transaction_id,transaction_currency,transaction_currency_code,transaction_amount,transaction_sales_channel,merchant_id,merchant_name,merchant_city,merchant_country,category_key,offer_id,offer_title,ruleset_id,redemption_limit,discount_type,fixed_value,minimum_spend,reward_every_transaction,reward_frequency,minimum_transactions,seg_total_transaction_count,seg_unique_user_count,casback_amount
"2024-05-15 21:30:00",2024-05-12T06:26:06,cc4a031d-edde-416d-b6c3-5b903be7fe37,f3f9e6c2-3602-ef11-a574-b8cef6052491,NEW,,304133231667659,AUD,36,72.01,E-COMMERCE,235,"Pet Circle",Sydney,Australia,Retailers,302,"Get $10 back on 1st Purchase of $50+",248,NULL,FIXED,10.00,50.00,NO,ONLY,1,127,127,10.00
"2024-05-15 21:30:00",2024-05-12T11:12:31,9623a423-7e83-44bc-a5db-e906501944a2,5648f53c-d201-ef11-a574-b8cef6052491,NEW,,584133403510277,AUD,36,56.05,E-COMMERCE,235,"Pet Circle",Sydney,Australia,Retailers,302,"Get $10 back on 1st Purchase of $50+",248,NULL,FIXED,10.00,50.00,NO,ONLY,1,127,127,10.00
"2024-05-15 21:30:00",2024-05-11T04:31:16,4c54b951-2e9c-4503-a558-2f9b104cfb91,9adb3e49-3302-ef11-a574-b8cef6052491,LOYAL,,384132162763927,AUD,36,30.42,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:30:00",2024-05-12T08:11:28,3f454998-ffe6-4a2c-9d4b-da784321d6a8,25f14027-1202-ef11-a574-b8cef6052491,LOYAL,,304133294884216,AUD,36,43.47,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:30:00",2024-05-11T02:52:27,28803df4-f2b1-4408-8288-e4be748761a9,291df6c6-1e02-ef11-a574-b8cef6052491,LOYAL,,584132103477089,AUD,36,58.39,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:30:00",2024-05-12T08:57:19,1e8f28c3-1abb-4160-bcaf-671ff480f479,69913b6b-0402-ef11-a574-b8cef6052491,LOYAL,"LOYAL, LAPSED",304133322398025,AUD,36,121.98,E-COMMERCE,235,"Pet Circle",Sydney,Australia,Retailers,304,"Spend $100 get $10 Cashback",249,NULL,FIXED,10.00,100.00,YES,NULL,NULL,185,180,10.00
"2024-05-15 21:30:00",2024-05-11T07:59:48,1a7120e3-774f-4868-a75d-1d31672e676f,4a064e50-2d02-ef11-a574-b8cef6052491,LOYAL,,584132287887251,AUD,36,31.12,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:30:00",2024-05-12T02:48:53,15ad9c44-69a6-40a3-ac3e-9f2768a81bb9,e436ea72-3b02-ef11-a574-b8cef6052491,LOYAL,,384133101334893,AUD,36,50.24,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:30:00",2024-05-11T07:40:14,143cc7b2-f1bd-471f-b188-7f723005686b,02fbb80e-0202-ef11-a574-b8cef6052491,LOYAL,,464132276142794,AUD,36,165.59,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:15:00",2024-05-12T02:30:40,c8fe452a-5887-4e4d-bc3c-dfa659583e12,cad5079e-0202-ef11-a574-b8cef6052491,LOYAL,,584133090405576,AUD,36,28.11,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:15:00",2024-05-11T06:29:21,bc79ee28-3c15-4f17-b6b7-16f7593a3197,aa3f45e9-ff01-ef11-a574-b8cef6052491,LOYAL,"LOYAL, LAPSED",384132233617568,AUD,36,126.46,E-COMMERCE,235,"Pet Circle",Sydney,Australia,Retailers,304,"Spend $100 get $10 Cashback",249,NULL,FIXED,10.00,100.00,YES,NULL,NULL,185,180,10.00
"2024-05-15 21:15:00",2024-05-12T06:35:59,b8df5d54-8b48-42e1-9951-fdf5c9310d98,1abdf4f4-1c02-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",464133237593042,AUD,36,42.80,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,"New to Menulog? $15 cashback on $30.",296,NULL,FIXED,15.00,30.00,NO,ONLY,1,300,300,15.00
"2024-05-15 21:15:00",2024-05-11T07:46:46,a516d605-073a-4d0b-acd2-de83ed5b436e,abee2f07-f001-ef11-a574-b8cef6052491,LOYAL,,384132280062569,AUD,36,44.80,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:15:00",2024-05-11T23:58:01,a2c80e39-8b34-40c9-8eda-58facddb0abd,06e7decc-2c02-ef11-a574-b8cef6052491,LOYAL,"LOYAL, LAPSED",584132862814281,AUD,36,176.49,E-COMMERCE,235,"Pet Circle",Sydney,Australia,Retailers,304,"Spend $100 get $10 Cashback",249,NULL,FIXED,10.00,100.00,YES,NULL,NULL,185,180,10.00
"2024-05-15 21:15:00",2024-05-12T03:46:26,9b5dd500-ad82-4409-bd0f-a96b71784e89,8ab8e6bf-3202-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",304133135861999,AUD,36,48.46,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,"New to Menulog? $15 cashback on $30.",296,NULL,FIXED,15.00,30.00,NO,ONLY,1,300,300,15.00
"2024-05-15 21:15:00",2024-05-12T02:10:00,589a0b30-012c-474d-8035-4c9b03b8887c,705c48f2-d501-ef11-a574-b8cef6052491,LOYAL,,584133078006557,AUD,36,80.00,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:15:00",2024-05-11T00:59:45,29588efb-0dbf-450b-abe2-5318466240e0,6a04a4d0-d801-ef11-a574-b8cef6052491,LOYAL,,464132035854197,AUD,36,36.10,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:15:00",2024-05-12T00:54:26,26d62f24-1d47-4052-aded-38e984969d21,3114bc96-3b02-ef11-a574-b8cef6052491,LOYAL,,464133032661574,AUD,36,34.57,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:15:00",2024-05-10T23:33:08,1cf054c8-440f-4c24-be86-4e09a77a831d,7609dac0-0d02-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",584131847888434,AUD,36,96.99,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,"New to Menulog? $15 cashback on $30.",296,NULL,FIXED,15.00,30.00,NO,ONLY,1,300,300,15.00
"2024-05-15 21:00:00",2024-05-12T07:14:02,f4a0af20-3789-4827-9aa2-dec9104596e7,a338c169-f401-ef11-a574-b8cef6052491,LOYAL,,304133260428113,AUD,36,162.19,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:00:00",2024-05-12T04:35:32,f3846784-7748-40fc-9ba9-ed4066a31049,dc8d1af7-3402-ef11-a574-b8cef6052491,LOYAL,,464133165321312,AUD,36,41.00,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:00:00",2024-05-11T09:08:29,ec3af552-c265-43db-b4c0-d8eb5cee7c29,db9f7bce-2e02-ef11-a574-b8cef6052491,LOYAL,,304132329096459,AUD,36,39.25,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:00:00",2024-05-11T11:13:20,e2a9ef58-f3a4-4aa5-aa6e-413bc08bf47a,7794d4bb-0e02-ef11-a574-b8cef6052491,NEW,,584132404005148,AUD,36,134.96,E-COMMERCE,263,"General Pants Co. Online",ALEXANDRIA,Australia,"Fashion & Retail",328,"Spend $100 or more and get $5 cashback",272,NULL,FIXED,5.00,100.00,YES,NULL,NULL,32,31,5.00
"2024-05-15 21:00:00",2024-05-11T05:01:48,d6a537e5-1a8f-457a-a7dc-7fe719668065,5b54e1de-1e02-ef11-a574-b8cef6052491,LOYAL,,304132181081976,AUD,36,49.29,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:00:00",2024-05-11T09:27:22,cbe860fd-2884-43a8-9581-759ae77b4b86,13f4c1f6-d301-ef11-a574-b8cef6052491,NEW,"NEW, LAPSED",304132340420015,AUD,36,50.67,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,344,"New to Menulog? $15 cashback on $30.",296,NULL,FIXED,15.00,30.00,NO,ONLY,1,300,300,15.00
"2024-05-15 21:00:00",2024-05-12T06:27:13,94a5e5cc-1d82-47e1-b744-a368553e7d30,a13e3d72-3202-ef11-a574-b8cef6052491,LOYAL,,304133232338821,AUD,36,45.21,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:00:00",2024-05-11T10:34:05,7b89d775-5576-4ddb-a619-91732f56698d,6dcbaa2b-1e02-ef11-a574-b8cef6052491,LOYAL,,384132380456309,AUD,36,27.99,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:00:00",2024-05-12T02:08:49,6c9f1e83-a06d-4a69-a2f7-84eedf932b80,26295de0-d501-ef11-a574-b8cef6052491,LOYAL,,464133077294762,AUD,36,38.68,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:00:00",2024-05-11T06:27:49,615902cf-db87-4cf3-8fdf-a5b00cd022ff,0d5e6b13-4302-ef11-a574-b8cef6052491,LOYAL,,304132232690902,AUD,36,46.23,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:00:00",2024-05-11T23:28:40,5ba840cd-4146-403b-b12d-478cf9c1dda8,b535b1e4-0d02-ef11-a574-b8cef6052491,LOYAL,,304132845202638,AUD,36,54.00,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 21:00:00",2024-05-11T01:49:34,4e642026-549c-4fa7-b08b-68d072b12431,3ceb3924-d901-ef11-a574-b8cef6052491,LOYAL,,384132065748255,AUD,36,26.19,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 20:45:00",2024-05-11T10:38:07,cec438c0-1e81-4212-a6b1-c45ede3424fa,59a41c45-2e02-ef11-a574-b8cef6052491,LOYAL,,304132382879223,AUD,36,79.79,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 20:45:00",2024-05-12T08:20:47,cabbc404-b993-4b5d-9efb-d173d9c02f44,8dbfbaad-23e1-ed11-816c-f403433e0c0d,LOYAL,,304133300472679,AUD,36,45.89,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 20:45:00",2024-05-11T08:35:25,c62ee626-bfe8-4018-9648-cfacbd496339,3f36ddb6-2002-ef11-a574-b8cef6052491,LOYAL,,584132309251009,AUD,36,71.70,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 20:45:00",2024-05-12T07:31:53,a7af1185-560a-40dc-8c78-3eb99003586b,999183fe-2702-ef11-a574-b8cef6052491,LOYAL,,584133271138347,AUD,36,57.00,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
"2024-05-15 20:45:00",2024-05-12T08:24:05,986da90d-245a-4a0e-a0d3-b62684d72246,9d74b6d0-f601-ef11-a574-b8cef6052491,LOYAL,,304133302456257,AUD,36,138.60,E-COMMERCE,216,Menulog,SYDNEY,Australia,Restaurants,343,"Spend $25 and get $5 Cashback",291,NULL,FIXED,5.00,25.00,NO,ONLY,1,1381,1380,5.00
