transaction_id,order_value,category,recency,frequency,monetary,order_value_total,wallet_share_by_category,uid_without_string,hour_of_day,day_of_week,month,cluster
384045136052207,101.57,3,13,1,101.57,1164391.0,0.0087230148635638,0006010732026436751,3,2,2,0
464045134954500,145.96,3,13,1,145.96,1164391.0,0.0125353081567961,0006010732023932943,3,2,2,0
584045126966214,94.62,3,13,2,185.26,1164391.0,0.0081261363236232,0006010732026016108,3,2,2,1
304045119131229,22.99,3,13,3,302.97,1164391.0,0.0019744226810409,0006010732022772571,3,2,2,0
464045069727025,95.0,3,13,1,95.0,1164391.0,0.0081587714092602,0006010732026120298,1,2,2,0
384044862956582,184.57,3,14,1,184.57,1164391.0,0.0158512046211281,0006010732021012185,23,1,2,0
384044819238708,308.71,3,14,14,3513.83,1164391.0,0.0265125718079236,0006010732023614665,22,1,2,0
384044812035967,148.36,3,14,1,148.36,1164391.0,0.0127414244871353,0006010732020370311,22,1,2,0
304044773592605,22.2,1,14,1,22.2,261796.18,0.0084798792709656,0006010732026356694,21,1,2,0
384044768743560,57.84,3,14,1,57.84,1164391.0,0.0049674035611748,0006010732024442082,21,1,2,0
304044490669769,62.94,3,14,5,712.0,1164391.0,0.0054054007631457,0006010732025061592,13,1,2,0
464044331051515,114.0,3,14,1,114.0,1164391.0,0.0097905256911123,0006010732023206710,9,1,2,0
304044328167686,91.32,3,14,1,91.32,1164391.0,0.0078427263694068,0006010732020437151,9,1,2,0
584044308164686,172.73,0,14,1,172.73,36814.52,0.4691898739953692,0006010732025852313,8,1,2,1
584044272530039,47.41,3,14,3,117.16,1164391.0,0.0040716563422424,0006010732026692833,7,1,2,1
304044179821522,130.04,3,14,4,355.62,1164391.0,0.0111680698322127,0006010732026422306,4,1,2,0
464044141451268,52.25,3,14,5,699.62,1164391.0,0.0044873242750931,0006010732024692520,3,1,2,0
304044121696877,38.43,3,14,1,38.43,1164391.0,0.0033004377395565,0006010732022216439,3,1,2,0
304044113459264,62.85,3,14,1,62.85,1164391.0,0.0053976714007579,0006010732026573389,3,1,2,0
304044034475730,841.86,3,14,1,841.86,1164391.0,0.0723004557747354,0006010732023611422,0,1,2,0
384043785861842,123.14,3,15,2,280.77,1164391.0,0.0105754853824874,0006010732023852703,21,0,2,0
464043690397387,109.95,1,15,2,174.01,261796.18,0.0419983209839043,0006010732026532393,19,0,2,0
464043686681606,49.1,3,15,7,657.78,1164391.0,0.0042167965915229,0006010732026375702,19,0,2,0
584043682243247,261.2,3,15,2,361.95,1164391.0,0.0224323272852504,0006010732022809621,18,0,2,1
304043670787260,62.84,3,15,2,152.75,1164391.0,0.0053968125827149,0006010732022618956,18,0,2,0
464043669434631,89.91,3,15,2,152.75,1164391.0,0.0077216330253325,0006010732022618956,18,0,2,0
384043297511760,314.18,4,15,1,314.18,187261.11,0.1677764272571064,0006010732026101090,8,0,2,0
584043296567429,257.12,3,15,4,1074.82,1164391.0,0.0220819295236737,0006010732021530061,8,0,2,1
584043279234084,869.05,3,15,31,11573.95,1164391.0,0.07463558203387,0006010732025028807,7,0,2,1
464043278107327,832.29,3,15,31,11573.95,1164391.0,0.0714785669075078,0006010732025028807,7,0,2,0
304043255801107,54.6,4,15,1,54.6,187261.11,0.0291571485398116,0006010732025752737,7,0,2,0
464043249976608,134.28,3,15,12,1119.8,1164391.0,0.0115322086824786,0006010732021906014,6,0,2,0
304043128325607,94.5,3,15,1,94.5,1164391.0,0.0081158305071062,0006010732022818358,3,0,2,0
464043043042859,32.75,3,15,5,281.81,1164391.0,0.0028126290910871,0006010732026485931,1,0,2,0
464043042032664,53.13,3,15,5,281.81,1164391.0,0.0045629002628842,0006010732026485931,1,0,2,0
464043038939003,144.8,3,15,11,973.5,1164391.0,0.0124356852637988,0006010732020802974,1,0,2,0
384043005630138,131.96,1,15,1,131.96,261796.18,0.0504056247115599,0006010732021102630,0,0,2,0
304042851160755,60.12,3,16,1,60.12,1164391.0,0.0051632140749971,0006010732024590617,23,6,2,0
584042800855747,266.95,3,16,4,1074.82,1164391.0,0.0229261476600214,0006010732021530061,22,6,2,1
304042777133129,63.27,3,16,5,281.81,1164391.0,0.0054337417585673,0006010732026485931,21,6,2,0
384042776618881,63.27,3,16,5,281.81,1164391.0,0.0054337417585673,0006010732026485931,21,6,2,0
384042774522596,69.39,3,16,5,281.81,1164391.0,0.0059593384009323,0006010732026485931,21,6,2,0
384042746378431,80.04,3,16,4,355.62,1164391.0,0.0068739796168125,0006010732026422306,20,6,2,0
584042712191755,58.65,3,16,1,58.65,1164391.0,0.0050369678226643,0006010732024933502,19,6,2,1
304042711070942,31.45,3,16,1,31.45,1164391.0,0.0027009827454866,0006010732024604509,19,6,2,0
584042635886711,24.45,3,16,1,24.45,1164391.0,0.0020998101153306,0006010732020719103,17,6,2,1
384042456280172,40.9,3,16,1,40.9,1164391.0,0.0035125657961973,0006010732022834983,12,6,2,0
464042333973220,250.81,3,16,2,599.37,1164391.0,0.0215400153384902,0006010732023160495,9,6,2,0
464042289909705,379.0,3,16,1,379.0,1164391.0,0.0325492038327331,0006010732023831392,8,6,2,0
584042289704427,31.03,3,16,1,31.03,1164391.0,0.0026649123876773,0006010732021975597,8,6,2,1
584042259143964,132.98,3,16,2,521.1899999999999,1164391.0,0.0114205623368782,0006010732022847852,7,6,2,1
464042210300647,147.81,3,16,1,147.81,1164391.0,0.0126941894947659,0006010732023580122,5,6,2,0
464042162387029,133.79,3,16,2,218.12,1164391.0,0.0114901265983677,0006010732023782702,4,6,2,0
384042124386995,34.6,3,16,8,531.11,1164391.0,0.0029715104290569,0006010732024549522,3,6,2,0
464042101418261,77.97,1,16,1,77.97,261796.18,0.0297827111151889,0006010732023704680,2,6,2,0
464042099024641,108.73,3,16,1,108.73,1164391.0,0.0093379285824091,0006010732021853927,2,6,2,0
384042090084530,76.66,3,16,1,76.66,1164391.0,0.0065836991182515,0006010732024089057,2,6,2,0
464042080911350,266.95,3,16,4,1074.82,1164391.0,0.0229261476600214,0006010732021530061,2,6,2,0
384042078459872,71.07,3,16,2,222.09,1164391.0,0.0061036198321697,0006010732026497977,2,6,2,0
304042068433585,286.82,3,16,2,375.83,1164391.0,0.0246326191116214,0006010732023896320,1,6,2,0
584042057401597,70.67,3,16,1,70.67,1164391.0,0.0060692671104465,0006010732026431281,1,6,2,1
304041824581018,36.81,3,17,3,114.15,1164391.0,0.0031613092165775,0006010732026487275,22,5,2,0
304041756237060,100.0,3,17,3,225.68,1164391.0,0.0085881804308003,0006010732025894174,21,5,2,0
384041555279873,217.88,3,17,16,2815.91,1164391.0,0.0187119275226277,0006010732020388909,15,5,2,0
304041274448006,33.41,3,17,7,353.61,1164391.0,0.0028693110819303,0006010732025187314,7,5,2,0
384041215513159,132.87,3,17,1,132.87,1164391.0,0.0114111153384043,0006010732025341648,5,5,2,0
464041191482002,220.62,3,17,17,4166.58,1164391.0,0.0189472436664316,0006010732023628137,5,5,2,0
384041189775630,53.1,3,17,7,657.78,1164391.0,0.0045603238087549,0006010732026375702,5,5,2,0
384041172164203,939.81,4,17,1,939.81,187261.11,0.5018714243443286,0006010732020289578,4,5,2,0
464041171798731,127.13,3,17,1,127.13,1164391.0,0.0109181537816764,0006010732025015135,4,5,2,0
584041101059536,56.49,3,17,2,152.75,1164391.0,0.004851463125359,0006010732026573348,2,5,2,1
584041079065753,588.7,4,17,4,1149.16,187261.11,0.3143738707946354,0006010732024298864,2,5,2,1
304041077998141,196.78,4,17,4,1149.16,187261.11,0.1050832177594162,0006010732024298864,2,5,2,0
304041039136954,170.22,3,17,6,801.82,1164391.0,0.0146188007293082,0006010732024937453,1,5,2,0
584041027443534,509.31,4,17,2,1042.36,187261.11,0.2719785223958141,0006010732021806768,0,5,2,1
584040860813321,56.94,1,18,1,56.94,261796.18,0.0217497444003957,0006010732023487815,23,4,2,1
384040855802704,118.87,3,18,1,118.87,1164391.0,0.0102087700780923,0006010732026505506,23,4,2,0
584040848853372,67.74,3,18,3,332.57,1164391.0,0.0058176334238241,0006010732026404783,23,4,2,1
384040848496816,94.99,1,18,2,364.94,261796.18,0.0362839518895959,0006010732026068828,23,4,2,0
584040833206236,109.99,1,18,2,209.93,261796.18,0.0420136000456538,0006010732022687837,23,4,2,1
464040797987673,128.9,3,18,1,128.9,1164391.0,0.0110701645753015,0006010732026007701,22,4,2,0
584040751985930,89.74,3,18,2,129.79,1164391.0,0.0077070331186001,0006010732026316995,20,4,2,1
584040743388850,147.25,3,18,2,252.41,1164391.0,0.0126460956843534,0006010732024310776,20,4,2,1
384040730172140,269.95,1,18,2,364.94,261796.18,0.1031145679818552,0006010732026068828,20,4,2,0
584040711884863,352.95,3,18,2,1009.22,1164391.0,0.0303119828305096,0006010732023733093,19,4,2,1
464040691386216,36.95,3,18,1,36.95,1164391.0,0.0031733326691807,0006010732020699263,19,4,2,0
304040690855587,158.69,3,18,5,740.42,1164391.0,0.013628583525637,0006010732020779669,19,4,2,0
304040380163500,190.0,1,18,1,190.0,261796.18,0.0725755433100666,0006010732022582384,10,4,2,0
304040259979381,95.0,3,18,1,95.0,1164391.0,0.0081587714092602,0006010732025993612,7,4,2,0
464040227998582,313.45,3,18,1,313.45,1164391.0,0.0269196515603435,0006010732026136351,6,4,2,0
384040101563860,34.44,3,18,1,34.44,1164391.0,0.0029577693403676,0006010732024410014,2,4,2,0
304040081935950,237.38,3,18,1,237.38,1164391.0,0.0203866227066337,0006010732026567803,2,4,2,0
464039862866018,59.26,3,19,2,305.31,1164391.0,0.0050893557232922,0006010732020529494,23,3,2,0
584039857024491,124.95,3,19,1,124.95,1164391.0,0.0107309314482849,0006010732026214034,23,3,2,1
384039839723195,53.0,2,19,1,53.0,4946.46,1.071473336487104,0006010732021343069,23,3,2,0
584039801762603,35.77,3,19,8,531.11,1164391.0,0.0030719921400972,0006010732024549522,22,3,2,1
384039765421035,52.88,3,19,2,102.85,1164391.0,0.0045414298118072,0006010732025744429,21,3,2,0
304039741804538,420.58,3,19,1,420.58,1164391.0,0.0361201692558599,0006010732024510235,20,3,2,0
304039293309572,108.83,3,19,1,108.83,1164391.0,0.0093465167628399,0006010732025750350,8,3,2,0
464039279026226,63.43,3,19,4,307.79,1164391.0,0.0054474828472566,0006010732025983605,7,3,2,0
584039255118985,40.0,1,19,1,40.0,261796.18,0.0152790617494877,0006010732025458285,7,3,2,1
304039253115336,106.9,3,19,1,106.9,1164391.0,0.0091807648805255,0006010732026352958,7,3,2,0
584039206166160,114.31,3,19,1,114.31,1164391.0,0.0098171490504478,0006010732025359723,5,3,2,1
304039166653523,290.0,1,19,1,290.0,261796.18,0.1107731976837859,0006010732026377393,4,3,2,0
304039166322404,290.0,1,19,1,290.0,261796.18,0.1107731976837859,0006010732026575525,4,3,2,0
384039166211444,290.0,1,19,2,620.0,261796.18,0.1107731976837859,0006010732025366082,4,3,2,0
584039166048395,290.0,1,19,1,290.0,261796.18,0.1107731976837859,0006010732021273936,4,3,2,1
304039165985782,290.0,1,19,1,290.0,261796.18,0.1107731976837859,0006010732023841813,4,3,2,0
464039165918894,290.0,1,19,1,290.0,261796.18,0.1107731976837859,0006010732020002641,4,3,2,0
304038840097469,77.97,1,20,2,175.9,261796.18,0.0297827111151889,0006010732024227418,23,2,2,0
384038833479775,20.0,3,20,1,20.0,1164391.0,0.00171763608616,0006010732024848080,23,2,2,0
464038771973263,30.45,3,20,2,72.75,1164391.0,0.0026151009411786,0006010732024165204,21,2,2,0
384038736164731,160.84,3,20,1,160.84,1164391.0,0.0138132294048992,0006010732025529937,20,2,2,0
304038554912801,217.88,3,20,11,2077.38,1164391.0,0.0187119275226277,0006010732024624358,15,2,2,0
584038276177527,37.73,3,20,1,37.73,1164391.0,0.0032403204765409,0006010732026231194,7,2,2,1
304038244472467,61.85,3,20,1,61.85,1164391.0,0.0053117895964499,0006010732022747771,6,2,2,0
584038188787693,95.0,3,20,12,1140.0,1164391.0,0.0081587714092602,0006010732026050826,5,2,2,1
304038174723703,125.94,3,20,7,657.78,1164391.0,0.0108159544345499,0006010732026375702,4,2,2,0
304038173921419,65.94,3,20,1,65.94,1164391.0,0.0056630461760697,0006010732022574449,4,2,2,0
384038165171760,51.27,3,20,1,51.27,1164391.0,0.0044031601068713,0006010732026274707,4,2,2,0
464038087116008,364.78,4,20,2,651.88,187261.11,0.1947975209588365,0006010732026524176,2,2,2,0
584038075267199,287.1,4,20,2,651.88,187261.11,0.153315336003295,0006010732026524176,2,2,2,1
304038074232194,544.64,3,20,3,1075.27,1164391.0,0.0467746658983107,0006010732022900248,2,2,2,0
304038036967624,200.0,4,20,1,200.0,187261.11,0.1068027419040718,0006010732026416530,1,2,2,0
384037823933748,95.45,3,21,2,134.55,1164391.0,0.0081974182211988,0006010732023760989,22,1,2,0
304037778538375,110.45,3,21,2,211.95,1164391.0,0.0094856452858189,0006010732024162524,21,1,2,0
384037304976973,101.08,3,21,1,101.08,1164391.0,0.0086809327794529,0006010732020446848,8,1,2,0
464037303386940,200.0,1,21,1,200.0,261796.18,0.0763953087474385,0006010732025776496,8,1,2,0
304037270327443,183.9,3,21,1,183.9,1164391.0,0.0157936638122417,0006010732026204530,7,1,2,0
464037239787700,34.15,3,21,5,292.5,1164391.0,0.0029328636171183,0006010732025553812,6,1,2,0
464037197377281,151.02,3,21,2,222.09,1164391.0,0.0129698700865946,0006010732026497977,5,1,2,0
584037171381154,47.9,3,21,1,47.9,1164391.0,0.0041137384263533,0006010732023406419,4,1,2,1
384037123947847,38.65,3,21,5,325.87,1164391.0,0.0033193317365043,0006010732026591662,3,1,2,0
584037115657721,98.93,3,21,1,98.93,1164391.0,0.0084962869001907,0006010732020674837,3,1,2,1
584037106693727,74.96,3,21,5,325.87,1164391.0,0.0064377000509279,0006010732026591662,2,1,2,1
584037083618339,41.97,1,21,1,41.97,261796.18,0.0160315555406499,0006010732026124258,2,1,2,1
304037069378029,106.99,3,21,2,279.44,1164391.0,0.0091884942429132,0006010732025421846,1,1,2,0
464037026039329,50.17,3,21,1,50.17,1164391.0,0.0043086901221325,0006010732026145626,0,1,2,0
384036770089681,26.85,3,22,8,531.11,1164391.0,0.0023059264456698,0006010732024549522,21,0,2,0
584036272500776,195.62,3,22,2,1319.63,1164391.0,0.0168001985587315,0006010732025776918,7,0,2,1
584036271528042,176.05,3,22,2,286.0,1164391.0,0.0151194916484239,0006010732023470225,7,0,2,1
384036264621608,239.85,3,22,42,6135.33,1164391.0,0.0205987507632745,0006010732021426575,7,0,2,0
304036255146679,196.78,3,22,1,196.78,1164391.0,0.0168998214517288,0006010732023896148,7,0,2,0
304036226800428,42.28,3,22,1,42.28,1164391.0,0.0036310826861423,0006010732024845318,6,0,2,0
304036215264587,135.84,3,22,1,135.84,1164391.0,0.0116661842971991,0006010732020800663,5,0,2,0
464036173915788,100.0,1,22,2,1057.62,261796.18,0.0381976543737192,0006010732025382816,4,0,2,0
304036158011895,154.0,3,22,14,3513.83,1164391.0,0.0132257978634324,0006010732023614665,4,0,2,0
464036135576126,70.78,3,22,8,531.11,1164391.0,0.0060787141089204,0006010732024549522,3,0,2,0
384036135405081,59.98,3,22,3,302.97,1164391.0,0.005151190622394,0006010732022772571,3,0,2,0
304036130619614,64.06,3,22,2,174.01,1164391.0,0.0055015883839706,0006010732026532393,3,0,2,0
464035834430485,73.75,3,23,1,73.75,1164391.0,0.0063337830677152,0006010732025164149,23,6,2,0
384035787883208,41.71,3,23,1,41.71,1164391.0,0.0035821300576868,0006010732026277619,21,6,2,0
384035786598941,200.0,4,23,2,1187.02,187261.11,0.1068027419040718,0006010732023073383,21,6,2,0
464035786126366,987.02,4,23,2,1187.02,187261.11,0.5270822115707848,0006010732023073383,21,6,2,0
304035770177813,63.28,3,23,5,325.87,1164391.0,0.0054346005766104,0006010732026591662,21,6,2,0
304035466119488,275.02,3,23,1,275.02,1164391.0,0.023619213820787,0006010732025417539,12,6,2,0
384035278757787,533.05,4,23,2,1042.36,187261.11,0.2846560078598273,0006010732021806768,7,6,2,0
304035270001715,129.95,1,23,1,129.95,261796.18,0.0496378518586482,0006010732020316629,7,6,2,0
384035196723520,88.24,3,23,12,1119.8,1164391.0,0.0075782104121381,0006010732021906014,5,6,2,0
464035168032374,469.22,3,23,2,1097.25,1164391.0,0.0402974602174012,0006010732023852885,4,6,2,0
584035135367089,86.28,1,23,1,86.28,261796.18,0.0329569361936449,0006010732023452660,3,6,2,1
304035117909469,234.31,3,23,2,343.39,1164391.0,0.0201229655674082,0006010732025262968,3,6,2,0
584035106748288,598.25,4,23,1,598.25,187261.11,0.3194737017205548,0006010732024420641,2,6,2,1
304035098801235,31.99,1,23,1,31.99,261796.18,0.0122194296341527,0006010732024691134,2,6,2,0
384035091614100,69.99,1,23,2,339.97,261796.18,0.0267345382961661,0006010732025738165,2,6,2,0
384035060786917,37.73,3,23,1,37.73,1164391.0,0.0032403204765409,0006010732021962058,1,6,2,0
304035054254699,254.03,3,23,1,254.03,1164391.0,0.021816554748362,0006010732023430161,1,6,2,0
584034857230360,42.0,1,24,1,42.0,261796.18,0.016043014836962,0006010732026246358,23,5,2,1
464034837602978,69.48,3,24,2,157.99,1164391.0,0.00596706776332,0006010732025350649,23,5,2,0
464034833326441,136.45,3,24,2,322.65,1164391.0,0.011718572197827,0006010732025876957,23,5,2,0
384034814986777,107.77,3,24,11,1428.92,1164391.0,0.0092554820502734,0006010732022235603,22,5,2,0
584034811410906,41.31,3,24,1,41.31,1164391.0,0.0035477773359636,0006010732025686695,22,5,2,1
584034340674438,71.95,3,24,3,500.94,1164391.0,0.0061791958199608,0006010732023419057,9,5,2,1
304034232489774,51.35,3,24,1,51.35,1164391.0,0.0044100306512159,0006010732026620255,6,5,2,0
464034231574779,250.12,3,24,2,355.12,1164391.0,0.0214807568935177,0006010732024843370,6,5,2,0
384034226170227,37.85,3,24,1,37.85,1164391.0,0.0032506262930579,0006010732021842433,6,5,2,0
584034187961263,95.7,3,24,13,709.7,1164391.0,0.0082188886722758,0006010732026561749,5,5,2,1
384034170008362,51.62,3,24,1,51.62,1164391.0,0.0044332187383791,0006010732026556046,4,5,2,0
464034162048495,200.0,1,24,1,200.0,261796.18,0.0763953087474385,0006010732026602667,4,5,2,0
584034111981505,49.05,3,24,1,49.05,1164391.0,0.0042125025013075,0006010732023033536,3,5,2,1
384034094348915,93.71,3,24,5,292.5,1164391.0,0.0080479838817029,0006010732025553812,2,5,2,0
464034068002982,101.63,3,24,7,657.78,1164391.0,0.0087281677718223,0006010732026375702,1,5,2,0
584034059261689,123.54,3,24,2,476.23,1164391.0,0.0106098381042106,0006010732026403942,1,5,2,1
304034021221710,96.97,1,24,1,96.97,261796.18,0.0370402654461955,0006010732026099765,0,5,2,0
304034013760238,1812.98,4,24,1,1812.98,187261.11,0.9681561750862204,0006010732022942497,0,5,2,0
464033854705979,278.6,1,25,2,548.6,261796.18,0.1064186650851819,0006010732020394352,23,4,2,0
384033840682865,156.39,3,25,8,531.11,1164391.0,0.0134310553757285,0006010732024549522,23,4,2,0
304033787179427,53.81,3,25,1,53.81,1164391.0,0.0046212998898136,0006010732025485171,21,4,2,0
384033768620814,276.94,1,25,1,276.94,261796.18,0.1057845840225781,0006010732025955017,21,4,2,0
384033353677068,166.34,3,25,1,166.34,1164391.0,0.0142855793285932,0006010732024628839,9,4,2,0
464033327650090,300.66,4,25,1,300.66,187261.11,0.1605565619043912,0006010732026393200,9,4,2,0
384033291780558,69.5,1,25,1,69.5,261796.18,0.0265473697897349,0006010732025731129,8,4,2,0
304033253066234,203.9,3,25,1,203.9,1164391.0,0.0175112998984018,0006010732021304525,7,4,2,0
584033238659185,87.74,3,25,2,205.53,1164391.0,0.0075352695099841,0006010732025511240,6,4,2,1
304033202631693,49.49,3,25,7,353.61,1164391.0,0.004250290495203,0006010732025187314,5,4,2,0
584033188286043,96.26,3,25,2,152.75,1164391.0,0.0082669824826883,0006010732026573348,5,4,2,1
