transaction_id,uid,order_value,created_at,merchant_name,category,recency,frequency,monetary,order_value_total,wallet_share_by_category
304046738879360,VOXLAT0006010732025756126,210.0,2024-02-15 20:31:32,Foot Locker New Zealand,Fashion & Retail,12,5,1013.78,261796.18,0.0802150741848105
304046331653298,VOXLAT0006010732022240082,127.93,2024-02-15 09:12:51,THE ICONIC,Retailers,12,1,127.93,1164391.0,0.010986859225122832
384046321616615,VOXLAT0006010732021524205,149.85,2024-02-15 08:56:07,Sportsfuel New Zealand,Retailers,12,1,149.85,1164391.0,0.012869388375554259
384046219086969,VOXLAT0006010732024065073,154.7,2024-02-15 06:05:14,Sportsfuel New Zealand,Retailers,12,1,154.7,1164391.0,0.013285915126448075
464046208936554,VOXLAT0006010732024742689,229.95,2024-02-15 05:48:19,Foot Locker New Zealand,Fashion & Retail,12,1,229.95,261796.18,0.08783550623236748
384046186860949,VOXLAT0006010732024436332,366.88,2024-02-15 05:11:34,THE ICONIC,Retailers,12,1,366.88,1164391.0,0.031508316364520166
584046173544913,VOXLAT0006010732026099013,206.98,2024-02-15 04:49:19,Forever New New Zealand,Fashion & Retail,12,1,206.98,261796.18,0.07906150502272417
464046118358460,VOXLAT0006010732023091674,61.05,2024-02-15 03:17:20,Sportsfuel New Zealand,Retailers,12,1,61.05,1164391.0,0.0052430841530035875
584046093686345,VOXLAT0006010732023560124,166.75,2024-02-15 02:36:14,Adore Beauty NZ,Retailers,12,1,166.75,1164391.0,0.014320790868359513
584045771549276,VOXLAT0006010732025763569,125.0,2024-02-14 21:26:00,The Wild Rose New Zealand,Retailers,13,1,125.0,1164391.0,0.010735225538500382
384045685656579,VOXLAT0006010732026375702,55.27,2024-02-14 19:02:49,MILKRUN New Zealand,Retailers,13,7,657.78,1164391.0,0.0047466873241033295
384045402014226,VOXLAT0006010732025067870,201.18,2024-02-14 11:10:07,Sportsfuel New Zealand,Retailers,13,2,504.16,1164391.0,0.017277701390684057
384045333631935,VOXLAT0006010732022410040,200.0,2024-02-14 09:16:08,Foot Locker New Zealand,Fashion & Retail,13,1,200.0,261796.18,0.07639530874743856
304045231181455,VOXLAT0006010732026692833,33.95,2024-02-14 06:25:22,MILKRUN New Zealand,Retailers,13,3,117.16,1164391.0,0.0029156872562567044
304045173495266,VOXLAT0006010732025180608,37.99,2024-02-14 04:49:14,Cotton On New Zealand,Fashion & Retail,13,2,117.97,261796.18,0.014511288896575956
304045159862625,VOXLAT0006010732024707443,405.19,2024-02-14 04:26:32,THE ICONIC,Retailers,13,1,405.19,1164391.0,0.03479844828755976
384045136052207,VOXLAT0006010732026436751,101.57,2024-02-14 03:46:49,Booktopia Australia,Retailers,13,1,101.57,1164391.0,0.008723014863563871
464045134954500,VOXLAT0006010732023932943,145.96,2024-02-14 03:45:00,MILKRUN New Zealand,Retailers,13,1,145.96,1164391.0,0.01253530815679613
584045126966214,VOXLAT0006010732026016108,94.62,2024-02-14 03:31:42,MILKRUN New Zealand,Retailers,13,2,185.26,1164391.0,0.00812613632362325
304045119131229,VOXLAT0006010732022772571,22.99,2024-02-14 03:18:38,Paddock to Pantry New Zealand,Retailers,13,3,302.97,1164391.0,0.0019744226810409905
464045069727025,VOXLAT0006010732026120298,95.0,2024-02-14 01:56:18,Celebration Box New Zealand,Retailers,13,1,95.0,1164391.0,0.008158771409260291
384044862956582,VOXLAT0006010732021012185,184.57,2024-02-13 23:58:22,THE ICONIC,Retailers,14,1,184.57,1164391.0,0.015851204621128125
384044819238708,VOXLAT0006010732023614665,308.71,2024-02-13 22:45:28,Adore Beauty NZ,Retailers,14,14,3513.83,1164391.0,0.026512571807923626
384044812035967,VOXLAT0006010732020370311,148.36,2024-02-13 22:33:30,Adore Beauty NZ,Retailers,14,1,148.36,1164391.0,0.012741424487135337
304044773592605,VOXLAT0006010732026356694,22.2,2024-02-13 21:29:25,Cotton On New Zealand,Fashion & Retail,14,1,22.2,261796.18,0.00847987927096568
384044768743560,VOXLAT0006010732024442082,57.84,2024-02-13 21:21:20,Booktopia Australia,Retailers,14,1,57.84,1164391.0,0.004967403561174898
304044490669769,VOXLAT0006010732025061592,62.94,2024-02-13 13:37:50,Sportsfuel New Zealand,Retailers,14,5,712.0,1164391.0,0.005405400763145713
464044331051515,VOXLAT0006010732023206710,114.0,2024-02-13 09:11:50,Edible Blooms NZ,Retailers,14,1,114.0,1164391.0,0.00979052569111235
304044328167686,VOXLAT0006010732020437151,91.32,2024-02-13 09:07:02,Adore Beauty NZ,Retailers,14,1,91.32,1164391.0,0.00784272636940684
584044308164686,VOXLAT0006010732025852313,172.73,2024-02-13 08:33:43,Endota Spa Australia,Beauty,14,1,172.73,36814.52,0.4691898739953692
584044272530039,VOXLAT0006010732026692833,47.41,2024-02-13 07:34:19,MILKRUN New Zealand,Retailers,14,3,117.16,1164391.0,0.004071656342242425
304044179821522,VOXLAT0006010732026422306,130.04,2024-02-13 04:59:46,MILKRUN New Zealand,Retailers,14,4,355.62,1164391.0,0.011168069832212718
464044141451268,VOXLAT0006010732024692520,52.25,2024-02-13 03:55:51,Sportsfuel New Zealand,Retailers,14,5,699.62,1164391.0,0.00448732427509316
304044121696877,VOXLAT0006010732022216439,38.43,2024-02-13 03:22:53,MILKRUN New Zealand,Retailers,14,1,38.43,1164391.0,0.003300437739556558
304044113459264,VOXLAT0006010732026573389,62.85,2024-02-13 03:09:10,Celebration Box New Zealand,Retailers,14,1,62.85,1164391.0,0.0053976714007579925
304044034475730,VOXLAT0006010732023611422,841.86,2024-02-13 00:57:32,Booktopia Australia,Retailers,14,1,841.86,1164391.0,0.07230045577473547
384043785861842,VOXLAT0006010732023852703,123.14,2024-02-12 21:49:54,THE ICONIC,Retailers,15,2,280.77,1164391.0,0.010575485382487499
464043690397387,VOXLAT0006010732026532393,109.95,2024-02-12 19:10:45,Foot Locker New Zealand,Fashion & Retail,15,2,174.01,261796.18,0.04199832098390435
464043686681606,VOXLAT0006010732026375702,49.1,2024-02-12 19:04:34,MILKRUN New Zealand,Retailers,15,7,657.78,1164391.0,0.0042167965915229505
584043682243247,VOXLAT0006010732022809621,261.2,2024-02-12 18:57:07,Adore Beauty NZ,Retailers,15,2,361.95,1164391.0,0.0224323272852504
304043670787260,VOXLAT0006010732022618956,62.84,2024-02-12 18:38:02,Sportsfuel New Zealand,Retailers,15,2,152.75,1164391.0,0.005396812582714913
464043669434631,VOXLAT0006010732022618956,89.91,2024-02-12 18:35:49,Sportsfuel New Zealand,Retailers,15,2,152.75,1164391.0,0.007721633025332556
384043297511760,VOXLAT0006010732026101090,314.18,2024-02-12 08:16:05,Klook New Zealand,Travel,15,1,314.18,187261.11,0.16777642725710643
584043296567429,VOXLAT0006010732021530061,257.12,2024-02-12 08:14:25,Adore Beauty NZ,Retailers,15,4,1074.82,1164391.0,0.022081929523673747
584043279234084,VOXLAT0006010732025028807,869.05,2024-02-12 07:45:28,THE ICONIC,Retailers,15,31,11573.95,1164391.0,0.07463558203387007
464043278107327,VOXLAT0006010732025028807,832.29,2024-02-12 07:43:37,THE ICONIC,Retailers,15,31,11573.95,1164391.0,0.07147856690750787
304043255801107,VOXLAT0006010732025752737,54.6,2024-02-12 07:06:26,Klook New Zealand,Travel,15,1,54.6,187261.11,0.02915714853981161
464043249976608,VOXLAT0006010732021906014,134.28,2024-02-12 06:56:41,Sportsfuel New Zealand,Retailers,15,12,1119.8,1164391.0,0.011532208682478652
304043128325607,VOXLAT0006010732022818358,94.5,2024-02-12 03:34:01,Edible Blooms NZ,Retailers,15,1,94.5,1164391.0,0.00811583050710629
464043043042859,VOXLAT0006010732026485931,32.75,2024-02-12 01:11:48,MILKRUN New Zealand,Retailers,15,5,281.81,1164391.0,0.0028126290910871006
464043042032664,VOXLAT0006010732026485931,53.13,2024-02-12 01:10:08,MILKRUN New Zealand,Retailers,15,5,281.81,1164391.0,0.004562900262884203
464043038939003,VOXLAT0006010732020802974,144.8,2024-02-12 01:04:56,Adore Beauty NZ,Retailers,15,11,973.5,1164391.0,0.012435685263798846
384043005630138,VOXLAT0006010732021102630,131.96,2024-02-12 00:09:28,Forever New New Zealand,Fashion & Retail,15,1,131.96,261796.18,0.05040562471155997
304042851160755,VOXLAT0006010732024590617,60.12,2024-02-11 23:38:41,Sportsfuel New Zealand,Retailers,16,1,60.12,1164391.0,0.005163214074997144
584042800855747,VOXLAT0006010732021530061,266.95,2024-02-11 22:14:50,Adore Beauty NZ,Retailers,16,4,1074.82,1164391.0,0.022926147660021417
304042777133129,VOXLAT0006010732026485931,63.27,2024-02-11 21:35:17,MILKRUN New Zealand,Retailers,16,5,281.81,1164391.0,0.0054337417585673545
384042776618881,VOXLAT0006010732026485931,63.27,2024-02-11 21:34:24,MILKRUN New Zealand,Retailers,16,5,281.81,1164391.0,0.0054337417585673545
384042774522596,VOXLAT0006010732026485931,69.39,2024-02-11 21:30:57,MILKRUN New Zealand,Retailers,16,5,281.81,1164391.0,0.005959338400932332
384042746378431,VOXLAT0006010732026422306,80.04,2024-02-11 20:44:01,MILKRUN New Zealand,Retailers,16,4,355.62,1164391.0,0.006873979616812566
584042712191755,VOXLAT0006010732024933502,58.65,2024-02-11 19:47:03,Adore Beauty NZ,Retailers,16,1,58.65,1164391.0,0.00503696782266438
304042711070942,VOXLAT0006010732024604509,31.45,2024-02-11 19:45:11,MILKRUN New Zealand,Retailers,16,1,31.45,1164391.0,0.0027009827454866965
584042635886711,VOXLAT0006010732020719103,24.45,2024-02-11 17:39:53,Sportsfuel New Zealand,Retailers,16,1,24.45,1164391.0,0.0020998101153306753
384042456280172,VOXLAT0006010732022834983,40.9,2024-02-11 12:40:32,Hello & Cookie New Zealand,Retailers,16,1,40.9,1164391.0,0.0035125657961973256
464042333973220,VOXLAT0006010732023160495,250.81,2024-02-11 09:16:42,Sportsfuel New Zealand,Retailers,16,2,599.37,1164391.0,0.02154001533849025
464042289909705,VOXLAT0006010732023831392,379.0,2024-02-11 08:03:13,Backpacker Deals New Zealand,Retailers,16,1,379.0,1164391.0,0.032549203832733166
584042289704427,VOXLAT0006010732021975597,31.03,2024-02-11 08:02:56,Sportsfuel New Zealand,Retailers,16,1,31.03,1164391.0,0.0026649123876773353
584042259143964,VOXLAT0006010732022847852,132.98,2024-02-11 07:11:59,Sportsfuel New Zealand,Retailers,16,2,521.1899999999999,1164391.0,0.011420562336878246
464042210300647,VOXLAT0006010732023580122,147.81,2024-02-11 05:50:35,MILKRUN New Zealand,Retailers,16,1,147.81,1164391.0,0.012694189494765935
464042162387029,VOXLAT0006010732023782702,133.79,2024-02-11 04:30:43,Sportsfuel New Zealand,Retailers,16,2,218.12,1164391.0,0.01149012659836773
384042124386995,VOXLAT0006010732024549522,34.6,2024-02-11 03:27:23,MILKRUN New Zealand,Retailers,16,8,531.11,1164391.0,0.0029715104290569064
464042101418261,VOXLAT0006010732023704680,77.97,2024-02-11 02:49:05,Forever New New Zealand,Fashion & Retail,16,1,77.97,261796.18,0.029782711115188924
464042099024641,VOXLAT0006010732021853927,108.73,2024-02-11 02:45:07,Booktopia Australia,Retailers,16,1,108.73,1164391.0,0.009337928582409175
384042090084530,VOXLAT0006010732024089057,76.66,2024-02-11 02:30:12,MILKRUN New Zealand,Retailers,16,1,76.66,1164391.0,0.006583699118251515
464042080911350,VOXLAT0006010732021530061,266.95,2024-02-11 02:14:55,Adore Beauty NZ,Retailers,16,4,1074.82,1164391.0,0.022926147660021417
384042078459872,VOXLAT0006010732026497977,71.07,2024-02-11 02:10:50,MILKRUN New Zealand,Retailers,16,2,222.09,1164391.0,0.006103619832169777
304042068433585,VOXLAT0006010732023896320,286.82,2024-02-11 01:54:09,Sportsfuel New Zealand,Retailers,16,2,375.83,1164391.0,0.02463261911162144
584042057401597,VOXLAT0006010732026431281,70.67,2024-02-11 01:35:46,THE ICONIC,Retailers,16,1,70.67,1164391.0,0.006069267110446577
304041824581018,VOXLAT0006010732026487275,36.81,2024-02-10 22:54:22,MILKRUN New Zealand,Retailers,17,3,114.15,1164391.0,0.003161309216577593
304041756237060,VOXLAT0006010732025894174,100.0,2024-02-10 21:00:28,The Wild Rose New Zealand,Retailers,17,3,225.68,1164391.0,0.008588180430800306
384041555279873,VOXLAT0006010732020388909,217.88,2024-02-10 15:25:34,Laithwaites New Zealand,Retailers,17,16,2815.91,1164391.0,0.018711927522627708
304041274448006,VOXLAT0006010732025187314,33.41,2024-02-10 07:37:27,MILKRUN New Zealand,Retailers,17,7,353.61,1164391.0,0.002869311081930382
384041215513159,VOXLAT0006010732025341648,132.87,2024-02-10 05:59:18,Booktopia Australia,Retailers,17,1,132.87,1164391.0,0.011411115338404368
464041191482002,VOXLAT0006010732023628137,220.62,2024-02-10 05:19:11,Booktopia Australia,Retailers,17,17,4166.58,1164391.0,0.018947243666431638
384041189775630,VOXLAT0006010732026375702,53.1,2024-02-10 05:16:21,MILKRUN New Zealand,Retailers,17,7,657.78,1164391.0,0.004560323808754963
384041172164203,VOXLAT0006010732020289578,939.81,2024-02-10 04:47:03,Klook New Zealand,Travel,17,1,939.81,187261.11,0.5018714243443286
464041171798731,VOXLAT0006010732025015135,127.13,2024-02-10 04:46:26,MILKRUN New Zealand,Retailers,17,1,127.13,1164391.0,0.010918153781676428
584041101059536,VOXLAT0006010732026573348,56.49,2024-02-10 02:48:30,MILKRUN New Zealand,Retailers,17,2,152.75,1164391.0,0.004851463125359093
584041079065753,VOXLAT0006010732024298864,588.7,2024-02-10 02:11:49,Klook New Zealand,Travel,17,4,1149.16,187261.11,0.3143738707946354
304041077998141,VOXLAT0006010732024298864,196.78,2024-02-10 02:10:04,Klook New Zealand,Travel,17,4,1149.16,187261.11,0.10508321775941624
304041039136954,VOXLAT0006010732024937453,170.22,2024-02-10 01:05:20,THE ICONIC,Retailers,17,6,801.82,1164391.0,0.014618800729308282
584041027443534,VOXLAT0006010732021806768,509.31,2024-02-10 00:45:48,Klook New Zealand,Travel,17,2,1042.36,187261.11,0.2719785223958141
584040860813321,VOXLAT0006010732023487815,56.94,2024-02-09 23:54:47,Forever New New Zealand,Fashion & Retail,18,1,56.94,261796.18,0.021749744400395756
384040855802704,VOXLAT0006010732026505506,118.87,2024-02-09 23:46:26,MILKRUN New Zealand,Retailers,18,1,118.87,1164391.0,0.010208770078092325
584040848853372,VOXLAT0006010732026404783,67.74,2024-02-09 23:34:49,MILKRUN New Zealand,Retailers,18,3,332.57,1164391.0,0.005817633423824127
384040848496816,VOXLAT0006010732026068828,94.99,2024-02-09 23:34:13,Cotton On New Zealand,Fashion & Retail,18,2,364.94,261796.18,0.03628395188959595
584040833206236,VOXLAT0006010732022687837,109.99,2024-02-09 23:08:45,Forever New New Zealand,Fashion & Retail,18,2,209.93,261796.18,0.04201360004565383
464040797987673,VOXLAT0006010732026007701,128.9,2024-02-09 22:10:01,Celebration Box New Zealand,Retailers,18,1,128.9,1164391.0,0.011070164575301595
584040751985930,VOXLAT0006010732026316995,89.74,2024-02-09 20:53:22,MILKRUN New Zealand,Retailers,18,2,129.79,1164391.0,0.007707033118600196
584040743388850,VOXLAT0006010732024310776,147.25,2024-02-09 20:39:05,THE ICONIC,Retailers,18,2,252.41,1164391.0,0.01264609568435345
384040730172140,VOXLAT0006010732026068828,269.95,2024-02-09 20:17:03,Cotton On New Zealand,Fashion & Retail,18,2,364.94,261796.18,0.1031145679818552
584040711884863,VOXLAT0006010732023733093,352.95,2024-02-09 19:46:35,THE ICONIC,Retailers,18,2,1009.22,1164391.0,0.030311982830509683
464040691386216,VOXLAT0006010732020699263,36.95,2024-02-09 19:12:22,MILKRUN New Zealand,Retailers,18,1,36.95,1164391.0,0.0031733326691807135
304040690855587,VOXLAT0006010732020779669,158.69,2024-02-09 19:11:29,The Meat Box New Zealand,Retailers,18,5,740.42,1164391.0,0.013628583525637008
304040380163500,VOXLAT0006010732022582384,190.0,2024-02-09 10:33:40,Foot Locker New Zealand,Fashion & Retail,18,1,190.0,261796.18,0.07257554331006663
304040259979381,VOXLAT0006010732025993612,95.0,2024-02-09 07:13:20,Glue Store New Zealand,Retailers,18,1,95.0,1164391.0,0.008158771409260291
464040227998582,VOXLAT0006010732026136351,313.45,2024-02-09 06:20:03,MILKRUN New Zealand,Retailers,18,1,313.45,1164391.0,0.026919651560343563
384040101563860,VOXLAT0006010732024410014,34.44,2024-02-09 02:49:21,MILKRUN New Zealand,Retailers,18,1,34.44,1164391.0,0.0029577693403676254
304040081935950,VOXLAT0006010732026567803,237.38,2024-02-09 02:16:39,Adore Beauty NZ,Retailers,18,1,237.38,1164391.0,0.02038662270663377
464039862866018,VOXLAT0006010732020529494,59.26,2024-02-08 23:58:11,Booktopia Australia,Retailers,19,2,305.31,1164391.0,0.005089355723292261
584039857024491,VOXLAT0006010732026214034,124.95,2024-02-08 23:48:27,Celebration Box New Zealand,Retailers,19,1,124.95,1164391.0,0.010730931448284983
384039839723195,VOXLAT0006010732021343069,53.0,2024-02-08 23:19:37,Gold Health New Zealand,Health and Wellness,19,1,53.0,4946.46,1.0714733364871039
584039801762603,VOXLAT0006010732024549522,35.77,2024-02-08 22:16:22,MILKRUN New Zealand,Retailers,19,8,531.11,1164391.0,0.00307199214009727
384039765421035,VOXLAT0006010732025744429,52.88,2024-02-08 21:15:48,MILKRUN New Zealand,Retailers,19,2,102.85,1164391.0,0.004541429811807203
304039741804538,VOXLAT0006010732024510235,420.58,2024-02-08 20:36:25,Booktopia Australia,Retailers,19,1,420.58,1164391.0,0.03612016925585993
304039293309572,VOXLAT0006010732025750350,108.83,2024-02-08 08:08:57,THE ICONIC,Retailers,19,1,108.83,1164391.0,0.009346516762839974
464039279026226,VOXLAT0006010732025983605,63.43,2024-02-08 07:45:06,Sportsfuel New Zealand,Retailers,19,4,307.79,1164391.0,0.005447482847256635
584039255118985,VOXLAT0006010732025458285,40.0,2024-02-08 07:05:14,Cotton On New Zealand,Fashion & Retail,19,1,40.0,261796.18,0.015279061749487712
304039253115336,VOXLAT0006010732026352958,106.9,2024-02-08 07:01:56,Celebration Box New Zealand,Retailers,19,1,106.9,1164391.0,0.009180764880525528
584039206166160,VOXLAT0006010732025359723,114.31,2024-02-08 05:43:40,Booktopia Australia,Retailers,19,1,114.31,1164391.0,0.00981714905044783
304039166653523,VOXLAT0006010732026377393,290.0,2024-02-08 04:37:49,Foot Locker New Zealand,Fashion & Retail,19,1,290.0,261796.18,0.1107731976837859
