transaction_id,uid,order_value,created_at,merchant_name,category
464049155817850,VOXLAT0006010732026262900,56.12,2024-02-18 04:19:43,MILKRUN New Zealand,Retailers
304049155380613,VOXLAT0006010732020536051,319.99,2024-02-18 04:19:04,Forever New New Zealand,Fashion & Retail
304049142099408,VOXLAT0006010732021494367,206.1,2024-02-18 03:56:53,Klook New Zealand,Travel
464049029287445,VOXLAT0006010732026112923,399.0,2024-02-18 00:48:55,The Wild Rose New Zealand,Retailers
304049014458453,VOXLAT0006010732023589347,91.99,2024-02-18 00:24:11,Cotton On New Zealand,Fashion & Retail
584048843890551,VOXLAT0006010732026585292,9.99,2024-02-17 23:26:33,Cotton On New Zealand,Fashion & Retail
584048842874801,VOXLAT0006010732026585292,65.19,2024-02-17 23:24:51,Cotton On New Zealand,Fashion & Retail
464048836915926,VOXLAT0006010732020082403,52.85,2024-02-17 23:14:55,MILKRUN New Zealand,Retailers
464048833608271,VOXLAT0006010732026498132,34.24,2024-02-17 23:09:26,MILKRUN New Zealand,Retailers
384048809751780,VOXLAT0006010732024160981,19.99,2024-02-17 22:29:40,Cotton On New Zealand,Fashion & Retail
584048758370467,VOXLAT0006010732026375702,126.41,2024-02-17 21:04:03,MILKRUN New Zealand,Retailers
304048698555893,VOXLAT0006010732025519797,35.88,2024-02-17 19:24:23,MILKRUN New Zealand,Retailers
304048653074570,VOXLAT0006010732025028807,234.09,2024-02-17 18:08:35,THE ICONIC,Retailers
384048423262642,VOXLAT0006010732025951537,124.2,2024-02-17 11:45:30,Adore Beauty NZ,Retailers
384048195615812,VOXLAT0006010732026692833,35.8,2024-02-17 05:26:34,MILKRUN New Zealand,Retailers
384048174579007,VOXLAT0006010732024549522,76.35,2024-02-17 04:51:31,MILKRUN New Zealand,Retailers
584048143595680,VOXLAT0006010732026061781,87.73,2024-02-17 03:59:22,MILKRUN New Zealand,Retailers
584048141479139,VOXLAT0006010732025754543,199.99,2024-02-17 03:55:51,Forever New New Zealand,Fashion & Retail
304048108028397,VOXLAT0006010732026486608,97.38,2024-02-17 03:00:07,Sportsfuel New Zealand,Retailers
384048073113256,VOXLAT0006010732026016108,90.64,2024-02-17 02:01:55,MILKRUN New Zealand,Retailers
464048064226424,VOXLAT0006010732023852885,628.03,2024-02-17 01:47:06,MILKRUN New Zealand,Retailers
464048033851783,VOXLAT0006010732026190333,164.98,2024-02-17 00:56:28,Forever New New Zealand,Fashion & Retail
464048030493381,VOXLAT0006010732023676367,83.97,2024-02-17 00:50:53,Forever New New Zealand,Fashion & Retail
584047846128861,VOXLAT0006010732025944094,55.0,2024-02-16 23:30:18,The Wild Rose New Zealand,Retailers
464047792295586,VOXLAT0006010732024042015,15.99,2024-02-16 22:00:32,Cotton On New Zealand,Fashion & Retail
464047787000923,VOXLAT0006010732025821037,341.37,2024-02-16 21:51:45,THE ICONIC,Retailers
584047750693784,VOXLAT0006010732026109085,59.97,2024-02-16 20:51:12,Forever New New Zealand,Fashion & Retail
304047735520389,VOXLAT0006010732025929756,338.53,2024-02-16 20:25:56,Booktopia Australia,Retailers
464047735497658,VOXLAT0006010732022769692,221.54,2024-02-16 20:25:54,THE ICONIC,Retailers
384047711717251,VOXLAT0006010732020491315,52.99,2024-02-16 19:46:16,MILKRUN New Zealand,Retailers
384047502943730,VOXLAT0006010732020338367,401.94,2024-02-16 13:58:19,THE ICONIC,Retailers
304047415019844,VOXLAT0006010732025655054,14.75,2024-02-16 11:32:17,Klook New Zealand,Travel
584047410814321,VOXLAT0006010732025655054,16.69,2024-02-16 11:25:01,Klook New Zealand,Travel
304047286532780,VOXLAT0006010732026422306,39.99,2024-02-16 08:07:09,MILKRUN New Zealand,Retailers
384047203287923,VOXLAT0006010732024445382,89.99,2024-02-16 05:39:03,Forever New New Zealand,Fashion & Retail
384047162013259,VOXLAT0006010732021138733,85.99,2024-02-16 04:30:06,THE ICONIC,Retailers
304047134057756,VOXLAT0006010732026487275,39.01,2024-02-16 03:43:29,MILKRUN New Zealand,Retailers
384047116507294,VOXLAT0006010732025280697,108.91,2024-02-16 03:14:13,Booktopia Australia,Retailers
384047108963757,VOXLAT0006010732026437403,63.89,2024-02-16 03:01:42,MILKRUN New Zealand,Retailers
464047009730555,VOXLAT0006010732024498217,310.0,2024-02-16 00:16:16,Foot Locker New Zealand,Fashion & Retail
304046738879360,VOXLAT0006010732025756126,210.0,2024-02-15 20:31:32,Foot Locker New Zealand,Fashion & Retail
304046331653298,VOXLAT0006010732022240082,127.93,2024-02-15 09:12:51,THE ICONIC,Retailers
384046321616615,VOXLAT0006010732021524205,149.85,2024-02-15 08:56:07,Sportsfuel New Zealand,Retailers
384046219086969,VOXLAT0006010732024065073,154.7,2024-02-15 06:05:14,Sportsfuel New Zealand,Retailers
464046208936554,VOXLAT0006010732024742689,229.95,2024-02-15 05:48:19,Foot Locker New Zealand,Fashion & Retail
384046186860949,VOXLAT0006010732024436332,366.88,2024-02-15 05:11:34,THE ICONIC,Retailers
584046173544913,VOXLAT0006010732026099013,206.98,2024-02-15 04:49:19,Forever New New Zealand,Fashion & Retail
464046118358460,VOXLAT0006010732023091674,61.05,2024-02-15 03:17:20,Sportsfuel New Zealand,Retailers
584046093686345,VOXLAT0006010732023560124,166.75,2024-02-15 02:36:14,Adore Beauty NZ,Retailers
584045771549276,VOXLAT0006010732025763569,125.0,2024-02-14 21:26:00,The Wild Rose New Zealand,Retailers
384045685656579,VOXLAT0006010732026375702,55.27,2024-02-14 19:02:49,MILKRUN New Zealand,Retailers
384045402014226,VOXLAT0006010732025067870,201.18,2024-02-14 11:10:07,Sportsfuel New Zealand,Retailers
384045333631935,VOXLAT0006010732022410040,200.0,2024-02-14 09:16:08,Foot Locker New Zealand,Fashion & Retail
304045231181455,VOXLAT0006010732026692833,33.95,2024-02-14 06:25:22,MILKRUN New Zealand,Retailers
304045173495266,VOXLAT0006010732025180608,37.99,2024-02-14 04:49:14,Cotton On New Zealand,Fashion & Retail
304045159862625,VOXLAT0006010732024707443,405.19,2024-02-14 04:26:32,THE ICONIC,Retailers
384045136052207,VOXLAT0006010732026436751,101.57,2024-02-14 03:46:49,Booktopia Australia,Retailers
464045134954500,VOXLAT0006010732023932943,145.96,2024-02-14 03:45:00,MILKRUN New Zealand,Retailers
584045126966214,VOXLAT0006010732026016108,94.62,2024-02-14 03:31:42,MILKRUN New Zealand,Retailers
304045119131229,VOXLAT0006010732022772571,22.99,2024-02-14 03:18:38,Paddock to Pantry New Zealand,Retailers
464045069727025,VOXLAT0006010732026120298,95.0,2024-02-14 01:56:18,Celebration Box New Zealand,Retailers
384044862956582,VOXLAT0006010732021012185,184.57,2024-02-13 23:58:22,THE ICONIC,Retailers
384044819238708,VOXLAT0006010732023614665,308.71,2024-02-13 22:45:28,Adore Beauty NZ,Retailers
384044812035967,VOXLAT0006010732020370311,148.36,2024-02-13 22:33:30,Adore Beauty NZ,Retailers
304044773592605,VOXLAT0006010732026356694,22.2,2024-02-13 21:29:25,Cotton On New Zealand,Fashion & Retail
384044768743560,VOXLAT0006010732024442082,57.84,2024-02-13 21:21:20,Booktopia Australia,Retailers
304044490669769,VOXLAT0006010732025061592,62.94,2024-02-13 13:37:50,Sportsfuel New Zealand,Retailers
464044331051515,VOXLAT0006010732023206710,114.0,2024-02-13 09:11:50,Edible Blooms NZ,Retailers
304044328167686,VOXLAT0006010732020437151,91.32,2024-02-13 09:07:02,Adore Beauty NZ,Retailers
584044308164686,VOXLAT0006010732025852313,172.73,2024-02-13 08:33:43,Endota Spa Australia,Beauty
584044272530039,VOXLAT0006010732026692833,47.41,2024-02-13 07:34:19,MILKRUN New Zealand,Retailers
304044179821522,VOXLAT0006010732026422306,130.04,2024-02-13 04:59:46,MILKRUN New Zealand,Retailers
464044141451268,VOXLAT0006010732024692520,52.25,2024-02-13 03:55:51,Sportsfuel New Zealand,Retailers
304044121696877,VOXLAT0006010732022216439,38.43,2024-02-13 03:22:53,MILKRUN New Zealand,Retailers
304044113459264,VOXLAT0006010732026573389,62.85,2024-02-13 03:09:10,Celebration Box New Zealand,Retailers
304044034475730,VOXLAT0006010732023611422,841.86,2024-02-13 00:57:32,Booktopia Australia,Retailers
384043785861842,VOXLAT0006010732023852703,123.14,2024-02-12 21:49:54,THE ICONIC,Retailers
464043690397387,VOXLAT0006010732026532393,109.95,2024-02-12 19:10:45,Foot Locker New Zealand,Fashion & Retail
464043686681606,VOXLAT0006010732026375702,49.1,2024-02-12 19:04:34,MILKRUN New Zealand,Retailers
584043682243247,VOXLAT0006010732022809621,261.2,2024-02-12 18:57:07,Adore Beauty NZ,Retailers
304043670787260,VOXLAT0006010732022618956,62.84,2024-02-12 18:38:02,Sportsfuel New Zealand,Retailers
464043669434631,VOXLAT0006010732022618956,89.91,2024-02-12 18:35:49,Sportsfuel New Zealand,Retailers
384043297511760,VOXLAT0006010732026101090,314.18,2024-02-12 08:16:05,Klook New Zealand,Travel
584043296567429,VOXLAT0006010732021530061,257.12,2024-02-12 08:14:25,Adore Beauty NZ,Retailers
584043279234084,VOXLAT0006010732025028807,869.05,2024-02-12 07:45:28,THE ICONIC,Retailers
464043278107327,VOXLAT0006010732025028807,832.29,2024-02-12 07:43:37,THE ICONIC,Retailers
304043255801107,VOXLAT0006010732025752737,54.6,2024-02-12 07:06:26,Klook New Zealand,Travel
464043249976608,VOXLAT0006010732021906014,134.28,2024-02-12 06:56:41,Sportsfuel New Zealand,Retailers
304043128325607,VOXLAT0006010732022818358,94.5,2024-02-12 03:34:01,Edible Blooms NZ,Retailers
464043043042859,VOXLAT0006010732026485931,32.75,2024-02-12 01:11:48,MILKRUN New Zealand,Retailers
464043042032664,VOXLAT0006010732026485931,53.13,2024-02-12 01:10:08,MILKRUN New Zealand,Retailers
464043038939003,VOXLAT0006010732020802974,144.8,2024-02-12 01:04:56,Adore Beauty NZ,Retailers
384043005630138,VOXLAT0006010732021102630,131.96,2024-02-12 00:09:28,Forever New New Zealand,Fashion & Retail
304042851160755,VOXLAT0006010732024590617,60.12,2024-02-11 23:38:41,Sportsfuel New Zealand,Retailers
584042800855747,VOXLAT0006010732021530061,266.95,2024-02-11 22:14:50,Adore Beauty NZ,Retailers
304042777133129,VOXLAT0006010732026485931,63.27,2024-02-11 21:35:17,MILKRUN New Zealand,Retailers
384042776618881,VOXLAT0006010732026485931,63.27,2024-02-11 21:34:24,MILKRUN New Zealand,Retailers
384042774522596,VOXLAT0006010732026485931,69.39,2024-02-11 21:30:57,MILKRUN New Zealand,Retailers
384042746378431,VOXLAT0006010732026422306,80.04,2024-02-11 20:44:01,MILKRUN New Zealand,Retailers
584042712191755,VOXLAT0006010732024933502,58.65,2024-02-11 19:47:03,Adore Beauty NZ,Retailers
304042711070942,VOXLAT0006010732024604509,31.45,2024-02-11 19:45:11,MILKRUN New Zealand,Retailers
584042635886711,VOXLAT0006010732020719103,24.45,2024-02-11 17:39:53,Sportsfuel New Zealand,Retailers
384042456280172,VOXLAT0006010732022834983,40.9,2024-02-11 12:40:32,Hello & Cookie New Zealand,Retailers
464042333973220,VOXLAT0006010732023160495,250.81,2024-02-11 09:16:42,Sportsfuel New Zealand,Retailers
464042289909705,VOXLAT0006010732023831392,379.0,2024-02-11 08:03:13,Backpacker Deals New Zealand,Retailers
584042289704427,VOXLAT0006010732021975597,31.03,2024-02-11 08:02:56,Sportsfuel New Zealand,Retailers
584042259143964,VOXLAT0006010732022847852,132.98,2024-02-11 07:11:59,Sportsfuel New Zealand,Retailers
464042210300647,VOXLAT0006010732023580122,147.81,2024-02-11 05:50:35,MILKRUN New Zealand,Retailers
464042162387029,VOXLAT0006010732023782702,133.79,2024-02-11 04:30:43,Sportsfuel New Zealand,Retailers
384042124386995,VOXLAT0006010732024549522,34.6,2024-02-11 03:27:23,MILKRUN New Zealand,Retailers
464042101418261,VOXLAT0006010732023704680,77.97,2024-02-11 02:49:05,Forever New New Zealand,Fashion & Retail
464042099024641,VOXLAT0006010732021853927,108.73,2024-02-11 02:45:07,Booktopia Australia,Retailers
384042090084530,VOXLAT0006010732024089057,76.66,2024-02-11 02:30:12,MILKRUN New Zealand,Retailers
464042080911350,VOXLAT0006010732021530061,266.95,2024-02-11 02:14:55,Adore Beauty NZ,Retailers
384042078459872,VOXLAT0006010732026497977,71.07,2024-02-11 02:10:50,MILKRUN New Zealand,Retailers
304042068433585,VOXLAT0006010732023896320,286.82,2024-02-11 01:54:09,Sportsfuel New Zealand,Retailers
584042057401597,VOXLAT0006010732026431281,70.67,2024-02-11 01:35:46,THE ICONIC,Retailers
304041824581018,VOXLAT0006010732026487275,36.81,2024-02-10 22:54:22,MILKRUN New Zealand,Retailers
304041756237060,VOXLAT0006010732025894174,100.0,2024-02-10 21:00:28,The Wild Rose New Zealand,Retailers
384041555279873,VOXLAT0006010732020388909,217.88,2024-02-10 15:25:34,Laithwaites New Zealand,Retailers
304041274448006,VOXLAT0006010732025187314,33.41,2024-02-10 07:37:27,MILKRUN New Zealand,Retailers
384041215513159,VOXLAT0006010732025341648,132.87,2024-02-10 05:59:18,Booktopia Australia,Retailers
464041191482002,VOXLAT0006010732023628137,220.62,2024-02-10 05:19:11,Booktopia Australia,Retailers
384041189775630,VOXLAT0006010732026375702,53.1,2024-02-10 05:16:21,MILKRUN New Zealand,Retailers
384041172164203,VOXLAT0006010732020289578,939.81,2024-02-10 04:47:03,Klook New Zealand,Travel
464041171798731,VOXLAT0006010732025015135,127.13,2024-02-10 04:46:26,MILKRUN New Zealand,Retailers
584041101059536,VOXLAT0006010732026573348,56.49,2024-02-10 02:48:30,MILKRUN New Zealand,Retailers
584041079065753,VOXLAT0006010732024298864,588.7,2024-02-10 02:11:49,Klook New Zealand,Travel
304041077998141,VOXLAT0006010732024298864,196.78,2024-02-10 02:10:04,Klook New Zealand,Travel
304041039136954,VOXLAT0006010732024937453,170.22,2024-02-10 01:05:20,THE ICONIC,Retailers
584041027443534,VOXLAT0006010732021806768,509.31,2024-02-10 00:45:48,Klook New Zealand,Travel
584040860813321,VOXLAT0006010732023487815,56.94,2024-02-09 23:54:47,Forever New New Zealand,Fashion & Retail
384040855802704,VOXLAT0006010732026505506,118.87,2024-02-09 23:46:26,MILKRUN New Zealand,Retailers
584040848853372,VOXLAT0006010732026404783,67.74,2024-02-09 23:34:49,MILKRUN New Zealand,Retailers
384040848496816,VOXLAT0006010732026068828,94.99,2024-02-09 23:34:13,Cotton On New Zealand,Fashion & Retail
584040833206236,VOXLAT0006010732022687837,109.99,2024-02-09 23:08:45,Forever New New Zealand,Fashion & Retail
464040797987673,VOXLAT0006010732026007701,128.9,2024-02-09 22:10:01,Celebration Box New Zealand,Retailers
584040751985930,VOXLAT0006010732026316995,89.74,2024-02-09 20:53:22,MILKRUN New Zealand,Retailers
584040743388850,VOXLAT0006010732024310776,147.25,2024-02-09 20:39:05,THE ICONIC,Retailers
384040730172140,VOXLAT0006010732026068828,269.95,2024-02-09 20:17:03,Cotton On New Zealand,Fashion & Retail
584040711884863,VOXLAT0006010732023733093,352.95,2024-02-09 19:46:35,THE ICONIC,Retailers
464040691386216,VOXLAT0006010732020699263,36.95,2024-02-09 19:12:22,MILKRUN New Zealand,Retailers
304040690855587,VOXLAT0006010732020779669,158.69,2024-02-09 19:11:29,The Meat Box New Zealand,Retailers
304040380163500,VOXLAT0006010732022582384,190.0,2024-02-09 10:33:40,Foot Locker New Zealand,Fashion & Retail
304040259979381,VOXLAT0006010732025993612,95.0,2024-02-09 07:13:20,Glue Store New Zealand,Retailers
464040227998582,VOXLAT0006010732026136351,313.45,2024-02-09 06:20:03,MILKRUN New Zealand,Retailers
384040101563860,VOXLAT0006010732024410014,34.44,2024-02-09 02:49:21,MILKRUN New Zealand,Retailers
304040081935950,VOXLAT0006010732026567803,237.38,2024-02-09 02:16:39,Adore Beauty NZ,Retailers
464039862866018,VOXLAT0006010732020529494,59.26,2024-02-08 23:58:11,Booktopia Australia,Retailers
584039857024491,VOXLAT0006010732026214034,124.95,2024-02-08 23:48:27,Celebration Box New Zealand,Retailers
384039839723195,VOXLAT0006010732021343069,53.0,2024-02-08 23:19:37,Gold Health New Zealand,Health and Wellness
584039801762603,VOXLAT0006010732024549522,35.77,2024-02-08 22:16:22,MILKRUN New Zealand,Retailers
384039765421035,VOXLAT0006010732025744429,52.88,2024-02-08 21:15:48,MILKRUN New Zealand,Retailers
304039741804538,VOXLAT0006010732024510235,420.58,2024-02-08 20:36:25,Booktopia Australia,Retailers
304039293309572,VOXLAT0006010732025750350,108.83,2024-02-08 08:08:57,THE ICONIC,Retailers
464039279026226,VOXLAT0006010732025983605,63.43,2024-02-08 07:45:06,Sportsfuel New Zealand,Retailers
584039255118985,VOXLAT0006010732025458285,40.0,2024-02-08 07:05:14,Cotton On New Zealand,Fashion & Retail
304039253115336,VOXLAT0006010732026352958,106.9,2024-02-08 07:01:56,Celebration Box New Zealand,Retailers
584039206166160,VOXLAT0006010732025359723,114.31,2024-02-08 05:43:40,Booktopia Australia,Retailers
304039166653523,VOXLAT0006010732026377393,290.0,2024-02-08 04:37:49,Foot Locker New Zealand,Fashion & Retail
304039166322404,VOXLAT0006010732026575525,290.0,2024-02-08 04:37:14,Foot Locker New Zealand,Fashion & Retail
384039166211444,VOXLAT0006010732025366082,290.0,2024-02-08 04:37:04,Foot Locker New Zealand,Fashion & Retail
584039166048395,VOXLAT0006010732021273936,290.0,2024-02-08 04:36:48,Foot Locker New Zealand,Fashion & Retail
304039165985782,VOXLAT0006010732023841813,290.0,2024-02-08 04:36:40,Foot Locker New Zealand,Fashion & Retail
464039165918894,VOXLAT0006010732020002641,290.0,2024-02-08 04:36:36,Foot Locker New Zealand,Fashion & Retail
304038840097469,VOXLAT0006010732024227418,77.97,2024-02-07 23:20:15,Forever New New Zealand,Fashion & Retail
384038833479775,VOXLAT0006010732024848080,20.0,2024-02-07 23:09:10,Glue Store New Zealand,Retailers
464038771973263,VOXLAT0006010732024165204,30.45,2024-02-07 21:26:41,MILKRUN New Zealand,Retailers
384038736164731,VOXLAT0006010732025529937,160.84,2024-02-07 20:27:01,Sportsfuel New Zealand,Retailers
304038554912801,VOXLAT0006010732024624358,217.88,2024-02-07 15:24:55,Laithwaites New Zealand,Retailers
584038276177527,VOXLAT0006010732026231194,37.73,2024-02-07 07:40:22,MILKRUN New Zealand,Retailers
304038244472467,VOXLAT0006010732022747771,61.85,2024-02-07 06:47:33,Celebration Box New Zealand,Retailers
584038188787693,VOXLAT0006010732026050826,95.0,2024-02-07 05:14:41,The Meat Box New Zealand,Retailers
304038174723703,VOXLAT0006010732026375702,125.94,2024-02-07 04:51:15,MILKRUN New Zealand,Retailers
304038173921419,VOXLAT0006010732022574449,65.94,2024-02-07 04:49:57,MILKRUN New Zealand,Retailers
384038165171760,VOXLAT0006010732026274707,51.27,2024-02-07 04:35:22,MILKRUN New Zealand,Retailers
464038087116008,VOXLAT0006010732026524176,364.78,2024-02-07 02:25:17,Klook New Zealand,Travel
584038075267199,VOXLAT0006010732026524176,287.1,2024-02-07 02:05:28,Klook New Zealand,Travel
304038074232194,VOXLAT0006010732022900248,544.64,2024-02-07 02:03:50,Laithwaites New Zealand,Retailers
304038036967624,VOXLAT0006010732026416530,200.0,2024-02-07 01:01:41,Hertz New Zealand,Travel
384037823933748,VOXLAT0006010732023760989,95.45,2024-02-06 22:53:17,The Wild Rose New Zealand,Retailers
304037778538375,VOXLAT0006010732024162524,110.45,2024-02-06 21:37:37,Edible Blooms NZ,Retailers
384037304976973,VOXLAT0006010732020446848,101.08,2024-02-06 08:28:31,Sportsfuel New Zealand,Retailers
464037303386940,VOXLAT0006010732025776496,200.0,2024-02-06 08:25:42,Foot Locker New Zealand,Fashion & Retail
304037270327443,VOXLAT0006010732026204530,183.9,2024-02-06 07:30:38,Sportsfuel New Zealand,Retailers
464037239787700,VOXLAT0006010732025553812,34.15,2024-02-06 06:39:41,MILKRUN New Zealand,Retailers
464037197377281,VOXLAT0006010732026497977,151.02,2024-02-06 05:29:02,MILKRUN New Zealand,Retailers
584037171381154,VOXLAT0006010732023406419,47.9,2024-02-06 04:45:44,Sportsfuel New Zealand,Retailers
384037123947847,VOXLAT0006010732026591662,38.65,2024-02-06 03:26:39,MILKRUN New Zealand,Retailers
584037115657721,VOXLAT0006010732020674837,98.93,2024-02-06 03:12:52,THE ICONIC,Retailers
584037106693727,VOXLAT0006010732026591662,74.96,2024-02-06 02:57:54,MILKRUN New Zealand,Retailers
584037083618339,VOXLAT0006010732026124258,41.97,2024-02-06 02:19:27,Forever New New Zealand,Fashion & Retail
304037069378029,VOXLAT0006010732025421846,106.99,2024-02-06 01:55:41,Adore Beauty NZ,Retailers
464037026039329,VOXLAT0006010732026145626,50.17,2024-02-06 00:43:28,MILKRUN New Zealand,Retailers
384036770089681,VOXLAT0006010732024549522,26.85,2024-02-05 21:23:33,MILKRUN New Zealand,Retailers
584036272500776,VOXLAT0006010732025776918,195.62,2024-02-05 07:34:16,Booktopia Australia,Retailers
584036271528042,VOXLAT0006010732023470225,176.05,2024-02-05 07:32:38,The Meat Box New Zealand,Retailers
384036264621608,VOXLAT0006010732021426575,239.85,2024-02-05 07:21:09,Laithwaites New Zealand,Retailers
304036255146679,VOXLAT0006010732023896148,196.78,2024-02-05 07:05:22,THE ICONIC,Retailers
304036226800428,VOXLAT0006010732024845318,42.28,2024-02-05 06:18:05,MILKRUN New Zealand,Retailers
304036215264587,VOXLAT0006010732020800663,135.84,2024-02-05 05:58:51,Adore Beauty NZ,Retailers
464036173915788,VOXLAT0006010732025382816,100.0,2024-02-05 04:49:57,Cotton On New Zealand,Fashion & Retail
304036158011895,VOXLAT0006010732023614665,154.0,2024-02-05 04:23:27,Adore Beauty NZ,Retailers
464036135576126,VOXLAT0006010732024549522,70.78,2024-02-05 03:46:02,MILKRUN New Zealand,Retailers
384036135405081,VOXLAT0006010732022772571,59.98,2024-02-05 03:45:45,Paddock to Pantry New Zealand,Retailers
304036130619614,VOXLAT0006010732026532393,64.06,2024-02-05 03:37:47,MILKRUN New Zealand,Retailers
464035834430485,VOXLAT0006010732025164149,73.75,2024-02-04 23:10:48,MILKRUN New Zealand,Retailers
384035787883208,VOXLAT0006010732026277619,41.71,2024-02-04 21:53:12,MILKRUN New Zealand,Retailers
384035786598941,VOXLAT0006010732023073383,200.0,2024-02-04 21:51:03,Hertz New Zealand,Travel
464035786126366,VOXLAT0006010732023073383,987.02,2024-02-04 21:50:16,Hertz New Zealand,Travel
304035770177813,VOXLAT0006010732026591662,63.28,2024-02-04 21:23:41,MILKRUN New Zealand,Retailers
304035466119488,VOXLAT0006010732025417539,275.02,2024-02-04 12:56:58,THE ICONIC,Retailers
384035278757787,VOXLAT0006010732021806768,533.05,2024-02-04 07:44:41,Klook New Zealand,Travel
304035270001715,VOXLAT0006010732020316629,129.95,2024-02-04 07:30:05,Foot Locker New Zealand,Fashion & Retail
384035196723520,VOXLAT0006010732021906014,88.24,2024-02-04 05:27:58,Sportsfuel New Zealand,Retailers
464035168032374,VOXLAT0006010732023852885,469.22,2024-02-04 04:40:08,MILKRUN New Zealand,Retailers
584035135367089,VOXLAT0006010732023452660,86.28,2024-02-04 03:45:42,Forever New New Zealand,Fashion & Retail
304035117909469,VOXLAT0006010732025262968,234.31,2024-02-04 03:16:36,Booktopia Australia,Retailers
584035106748288,VOXLAT0006010732024420641,598.25,2024-02-04 02:57:58,Klook New Zealand,Travel
304035098801235,VOXLAT0006010732024691134,31.99,2024-02-04 02:44:46,Cotton On New Zealand,Fashion & Retail
384035091614100,VOXLAT0006010732025738165,69.99,2024-02-04 02:32:47,Forever New New Zealand,Fashion & Retail
384035060786917,VOXLAT0006010732021962058,37.73,2024-02-04 01:41:24,MILKRUN New Zealand,Retailers
304035054254699,VOXLAT0006010732023430161,254.03,2024-02-04 01:30:32,THE ICONIC,Retailers
584034857230360,VOXLAT0006010732026246358,42.0,2024-02-03 23:48:49,Cotton On New Zealand,Fashion & Retail
464034837602978,VOXLAT0006010732025350649,69.48,2024-02-03 23:16:03,MILKRUN New Zealand,Retailers
464034833326441,VOXLAT0006010732025876957,136.45,2024-02-03 23:08:57,THE ICONIC,Retailers
384034814986777,VOXLAT0006010732022235603,107.77,2024-02-03 22:38:21,Sportsfuel New Zealand,Retailers
584034811410906,VOXLAT0006010732025686695,41.31,2024-02-03 22:32:27,MILKRUN New Zealand,Retailers
584034340674438,VOXLAT0006010732023419057,71.95,2024-02-03 09:28:03,Sportsfuel New Zealand,Retailers
304034232489774,VOXLAT0006010732026620255,51.35,2024-02-03 06:27:30,MILKRUN New Zealand,Retailers
464034231574779,VOXLAT0006010732024843370,250.12,2024-02-03 06:26:04,THE ICONIC,Retailers
384034226170227,VOXLAT0006010732021842433,37.85,2024-02-03 06:17:02,Sportsfuel New Zealand,Retailers
584034187961263,VOXLAT0006010732026561749,95.7,2024-02-03 05:13:20,The Meat Box New Zealand,Retailers
384034170008362,VOXLAT0006010732026556046,51.62,2024-02-03 04:43:25,MILKRUN New Zealand,Retailers
464034162048495,VOXLAT0006010732026602667,200.0,2024-02-03 04:30:10,Foot Locker New Zealand,Fashion & Retail
584034111981505,VOXLAT0006010732023033536,49.05,2024-02-03 03:06:42,MILKRUN New Zealand,Retailers
384034094348915,VOXLAT0006010732025553812,93.71,2024-02-03 02:37:17,MILKRUN New Zealand,Retailers
464034068002982,VOXLAT0006010732026375702,101.63,2024-02-03 01:53:24,MILKRUN New Zealand,Retailers
